"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"corem_137 - most like Regulons: Rv0681",5,0.06392,"1.00e+00",0.00438,"1.00e+00",-0.05954,"1.00e+00"
"corem_164 - most like Regulons: Rv0653c",5,0.06385,"1.00e+00",0.02237,"1.00e+00",-0.04149,"1.00e+00"
"corem_134 - most like iModulons: Central Carbon Metabolism",4,0.05584,"2.33e-01",-0.0285,"7.00e-01",0.02734,"2.33e-01"
"corem_90 - most like TFOE.Regulons: Rv3066",6,0.05904,"7.07e-01",0.02006,"1.00e+00",-0.03899,"7.07e-01"
"corem_515 - most like iModulons: WhiB1",11,0.06318,"1.00e+00",-0.03422,"1.00e+00",0.02897,"1.00e+00"
"corem_142 - most like iModulons: Sulfur Metabolism",5,0.05659,"5.46e-01",-0.03965,"5.46e-01",0.01693,"1.00e+00"
"corem_555 - most like iModulons: HPT-2b Induced",13,0.06085,"9.71e-01",0.0201,"1.00e+00",-0.04075,"9.71e-01"
"corem_208 - most like iModulons: Mce1R",7,0.05433,"1.33e-01",0.04007,"1.33e-01",-0.01426,"1.00e+00"
"corem_419 - most like iModulons: WhiB4/IdeR",8,0.06312,"1.00e+00",0.04852,"1.00e+00",-0.0146,"1.00e+00"
"corem_152 - most like Regulons: Rv0674",4,0.06089,"1.00e+00",0.02466,"1.00e+00",-0.03622,"1.00e+00"
"corem_126 - most like Regulons: Rv1167c",4,0.05656,"8.81e-01",-0.02242,"8.81e-01",0.03413,"8.86e-01"
"corem_196 - most like iModulons: Fatty Acid Biosynthesis",11,0.05145,"4.32e-02",0.0209,"1.00e+00",-0.03055,"4.32e-02"
"corem_214 - most like iModulons: Unc_1",7,0.05725,"9.96e-01",0.01847,"1.00e+00",-0.03878,"9.96e-01"
"corem_414 - most like iModulons: Rv1776c+WhiB4",26,0.05008,"1.82e-02",-0.02343,"1.82e-02",0.02665,"2.75e-02"
"corem_54 - most like Regulons: Rv0767c",3,0.05479,"5.90e-01",-0.02818,"5.90e-01",0.02661,"1.00e+00"
"corem_56 - most like Regulons: sigB",3,0.05922,"1.00e+00",0.03721,"1.00e+00",-0.02202,"1.00e+00"
"corem_331 - most like iModulons: KstR2",12,0.05589,"8.57e-01",0.01814,"1.00e+00",-0.03775,"8.57e-01"
"corem_359 - most like TFOE.Regulons: Rv3862c (whiB6)",15,0.05135,"8.82e-02",-0.02746,"8.82e-02",0.02389,"3.21e-01"
"corem_284 - most like iModulons: IdeR",11,0.05223,"2.16e-01",0.01881,"1.00e+00",-0.03342,"2.16e-01"
"corem_101 - most like iModulons: HPT-2b Induced",77,0.04993,"3.38e-02",0.0185,"1.00e+00",-0.03143,"3.38e-02"
"corem_13 - most like iModulons: Unc_3",4,0.05281,"3.99e-01",0.03407,"3.99e-01",-0.01874,"1.00e+00"
"corem_521 - most like iModulons: Peptidoglycan Biosynthesis",22,0.04919,"2.24e-02",-0.02213,"2.24e-02",0.02706,"3.30e-02"
"corem_293 - most like iModulons: Fumarate Reductase",5,0.04861,"1.99e-02",-0.03491,"1.99e-02",0.0137,"1.00e+00"
"corem_514 - most like iModulons: Polyketide Synthase Complex",11,0.0565,"1.00e+00",-0.03015,"1.00e+00",0.02635,"1.00e+00"
"corem_385 - most like iModulons: KstR2",17,0.05604,"1.00e+00",0.01549,"1.00e+00",-0.04056,"1.00e+00"
"corem_296 - most like iModulons: BkaR",10,0.05168,"4.72e-01",-0.0213,"8.04e-01",0.03038,"4.72e-01"
"corem_190 - most like iModulons: Unc_2",6,0.05507,"1.00e+00",0.01943,"1.00e+00",-0.03564,"1.00e+00"
"corem_203 - most like iModulons: M-box",10,0.05504,"1.00e+00",0.02365,"1.00e+00",-0.0314,"1.00e+00"
"corem_469 - most like TFOE.Regulons: Rv3183",33,0.05492,"1.00e+00",0.01784,"1.00e+00",-0.03709,"1.00e+00"
"corem_376 - most like iModulons: BkaR",10,0.05027,"4.77e-01",-0.02492,"4.77e-01",0.02535,"7.17e-01"
"corem_202 - most like iModulons: FasR",10,0.05071,"6.23e-01",0.02447,"6.23e-01",-0.02625,"1.00e+00"
"corem_463 - most like TFOE.Regulons: Rv3249c",7,0.05453,"1.00e+00",0.02211,"1.00e+00",-0.03242,"1.00e+00"
"corem_169 - most like iModulons: Rv2488c",9,0.05211,"8.66e-01",0.02325,"1.00e+00",-0.02885,"8.66e-01"
"corem_52 - most like Regulons: Rv1049",3,0.0545,"1.00e+00",0.02969,"1.00e+00",-0.02481,"1.00e+00"
"corem_299 - most like Regulons: Rv3167c",5,0.05171,"8.94e-01",0.02949,"8.94e-01",-0.02222,"1.00e+00"
"corem_426 - most like iModulons: KstR2",15,0.05426,"1.00e+00",0.01888,"1.00e+00",-0.03538,"1.00e+00"
"corem_36 - most like iModulons: Leucine Related",4,0.05425,"1.00e+00",0.02683,"1.00e+00",-0.02742,"1.00e+00"
"corem_551 - most like iModulons: Rv0681",11,0.05413,"1.00e+00",0.0283,"1.00e+00",-0.02583,"1.00e+00"
"corem_94 - most like Regulons: Rv3160c",6,0.0448,"9.75e-02",-0.02652,"9.75e-02",0.01828,"8.48e-01"
"corem_81 - most like Regulons: HPT-2b Induced",12,0.05391,"1.00e+00",0.03099,"1.00e+00",-0.02292,"1.00e+00"
"corem_534 - most like iModulons: Peptidoglycan Biosynthesis",36,0.04146,"7.60e-04",-0.02189,"7.60e-04",0.01957,"7.75e-02"
"corem_27 - most like Regulons: blaI",11,0.04345,"3.07e-02",-0.0267,"3.07e-02",0.01675,"3.85e-01"
"corem_354 - most like iModulons: WhiB6",7,0.05322,"1.00e+00",-0.01977,"1.00e+00",0.03345,"1.00e+00"
"corem_85 - most like iModulons: GroEL-GroES Complex",6,0.04954,"6.93e-01",-0.03023,"6.93e-01",0.01931,"1.00e+00"
"corem_511 - most like iModulons: SigH",30,0.04611,"4.32e-01",0.0248,"5.05e-01",-0.02131,"4.32e-01"
"corem_8 - most like iModulons: Unc_2",4,0.05295,"1.00e+00",0.02208,"1.00e+00",-0.03087,"1.00e+00"
"corem_210 - most like iModulons: Central Carbon Metabolism",11,0.04879,"6.33e-01",0.02432,"8.20e-01",-0.02447,"6.33e-01"
"corem_512 - most like iModulons: Peptidoglycan Biosynthesis",20,0.04381,"8.85e-02",-0.02216,"8.85e-02",0.02165,"1.00e-01"
"corem_46 - most like iModulons: KstR2",15,0.05212,"1.00e+00",0.01688,"1.00e+00",-0.03524,"1.00e+00"
"corem_547 - most like Regulons: Rv3173c",17,0.04477,"2.37e-01",0.01744,"1.00e+00",-0.02733,"2.37e-01"
"corem_24 - most like Regulons: Rv0681",3,0.04783,"8.26e-01",-0.04734,"8.26e-01",5e-04,"1.00e+00"
"corem_289 - most like iModulons: Fatty Acid Biosynthesis",5,0.04496,"4.56e-01",-0.02087,"4.56e-01",0.02408,"1.00e+00"
"corem_173 - most like iModulons: FasR",14,0.04523,"6.12e-01",0.02245,"6.12e-01",-0.02279,"1.00e+00"
"corem_498 - most like TFOE.Regulons: Rv2374c (hrcA)",29,0.05038,"1.00e+00",0.03421,"1.00e+00",-0.01616,"1.00e+00"
"corem_211 - most like iModulons: Unc_5",7,0.04526,"7.34e-01",-0.03041,"7.34e-01",0.01485,"1.00e+00"
"corem_356 - most like TFOE.Regulons: Rv3066",7,0.05007,"1.00e+00",0.02199,"1.00e+00",-0.02808,"1.00e+00"
"corem_430 - most like Regulons: blaI",10,0.04258,"2.28e-01",-0.0248,"2.28e-01",0.01777,"4.75e-01"
"corem_151 - most like Regulons: Rv1167c",4,0.05003,"1.00e+00",0.01964,"1.00e+00",-0.03039,"1.00e+00"
"corem_262 - most like iModulons: Rv2621c",6,0.04986,"1.00e+00",-0.04477,"1.00e+00",0.00508,"1.00e+00"
"corem_531 - most like iModulons: Zur",9,0.04298,"4.29e-01",-0.02686,"4.29e-01",0.01612,"1.00e+00"
"corem_294 - most like Regulons: Rv3334",5,0.04983,"1.00e+00",0.01396,"1.00e+00",-0.03586,"1.00e+00"
"corem_73 - most like iModulons: Peptidoglycan Biosynthesis",42,0.03797,"5.47e-03",-0.01929,"5.47e-03",0.01868,"8.48e-02"
"corem_193 - most like Regulons: blaI",19,0.03931,"4.71e-02",-0.02315,"4.71e-02",0.01615,"2.47e-01"
"corem_218 - most like iModulons: BkaR",12,0.04378,"7.81e-01",-0.01828,"1.00e+00",0.0255,"7.81e-01"
"corem_121 - most like TFOE.Regulons: Rv3082c (virS)",5,0.04656,"1.00e+00",-0.0016,"1.00e+00",-0.09471,"1.00e+00"
"corem_187 - most like iModulons: Unc_3",6,0.04386,"9.54e-01",0.02168,"9.54e-01",-0.02218,"1.00e+00"
"corem_268 - most like TFOE.Regulons: Rv1379 (pyrR)",10,0.04603,"1.00e+00",0.02003,"1.00e+00",-0.026,"1.00e+00"
"corem_423 - most like iModulons: FasR",24,0.04234,"6.21e-01",0.02065,"6.21e-01",-0.0217,"1.00e+00"
"corem_449 - most like iModulons: Unc_3",12,0.046,"1.00e+00",0.02502,"1.00e+00",-0.02098,"1.00e+00"
"corem_402 - most like iModulons: Peptidoglycan Biosynthesis",6,0.04587,"1.00e+00",-0.02359,"1.00e+00",0.02229,"1.00e+00"
"corem_420 - most like Regulons: fasR",8,0.04532,"1.00e+00",0.01053,"1.00e+00",-0.0348,"1.00e+00"
"corem_95 - most like TFOE.Regulons: Rv3862c (whiB6)",6,0.04503,"1.00e+00",0.02435,"1.00e+00",-0.02068,"1.00e+00"
"corem_102 - most like iModulons: GroEL-GroES Complex",8,0.04007,"5.44e-01",0.02642,"5.44e-01",-0.01365,"1.00e+00"
"corem_546 - most like Regulons: vapB15",26,0.03886,"3.07e-01",-0.01971,"3.07e-01",0.01915,"4.74e-01"
"corem_409 - most like iModulons: LysG",6,0.04445,"1.00e+00",-0.01491,"1.00e+00",0.02954,"1.00e+00"
"corem_68 - most like iModulons: FasR",15,0.0443,"1.00e+00",0.0213,"1.00e+00",-0.023,"1.00e+00"
"corem_30 - most like TFOE.Regulons: Rv1657 (argR)",8,0.04071,"8.14e-01",0.03136,"8.14e-01",-0.00935,"1.00e+00"
"corem_241 - most like iModulons: Unc_1",10,0.04426,"1.00e+00",0.01407,"1.00e+00",-0.03019,"1.00e+00"
"corem_371 - most like iModulons: Peptidoglycan Biosynthesis",13,0.04126,"9.24e-01",-0.01851,"1.00e+00",0.02275,"9.24e-01"
"corem_288 - most like iModulons: WhiB4",14,0.04038,"9.79e-01",0.0235,"9.79e-01",-0.01688,"1.00e+00"
"corem_340 - most like iModulons: FasR",9,0.04013,"9.66e-01",0.02661,"9.66e-01",-0.01352,"1.00e+00"
"corem_392 - most like iModulons: KstR2",9,0.04283,"1.00e+00",0.00591,"1.00e+00",-0.03692,"1.00e+00"
"corem_413 - most like iModulons: Fatty Acid Biosynthesis",30,0.03518,"8.28e-02",-0.0185,"8.28e-02",0.01668,"1.00e+00"
"corem_206 - most like iModulons: Unc_2",16,0.04278,"1.00e+00",0.01935,"1.00e+00",-0.02343,"1.00e+00"
"corem_364 - most like iModulons: KstR2",24,0.04257,"1.00e+00",0.01767,"1.00e+00",-0.0249,"1.00e+00"
"corem_344 - most like iModulons: Rv1776c+WhiB4",26,0.03493,"1.53e-01",-0.0137,"1.00e+00",0.02123,"1.53e-01"
"corem_297 - most like TFOE.Regulons: Rv3197A (whiB7)",5,0.04231,"1.00e+00",0.01148,"1.00e+00",-0.03083,"1.00e+00"
"corem_326 - most like iModulons: Mce1R",30,0.03487,"1.60e-01",0.01856,"1.60e-01",-0.01632,"3.97e-01"
"corem_199 - most like TFOE.Regulons: Rv1657 (argR)",9,0.04222,"1.00e+00",0.02905,"1.00e+00",-0.01317,"1.00e+00"
"corem_248 - most like iModulons: Rv2488c",16,0.04182,"1.00e+00",0.01979,"1.00e+00",-0.02203,"1.00e+00"
"corem_362 - most like Regulons: blaI",12,0.03469,"1.91e-01",-0.01744,"7.35e-01",0.01726,"1.91e-01"
"corem_519 - most like Regulons: cmr",27,0.04139,"1.00e+00",0.01903,"1.00e+00",-0.02236,"1.00e+00"
"corem_42 - most like iModulons: Unc_5",5,0.03709,"8.21e-01",-0.03214,"8.21e-01",0.00495,"1.00e+00"
"corem_315 - most like iModulons: Leucine Related",5,0.04114,"1.00e+00",0.01829,"1.00e+00",-0.02286,"1.00e+00"
"corem_477 - most like TFOE.Regulons: Rv3736",24,0.03569,"5.68e-01",-0.01844,"5.68e-01",0.01726,"1.00e+00"
"corem_103 - most like iModulons: Rv2488c",9,0.04071,"1.00e+00",0.01767,"1.00e+00",-0.02305,"1.00e+00"
"corem_382 - most like iModulons: FasR",15,0.03952,"1.00e+00",0.0141,"1.00e+00",-0.02542,"1.00e+00"
"corem_140 - most like iModulons: SigH",4,0.03949,"1.00e+00",0.01971,"1.00e+00",-0.01978,"1.00e+00"
"corem_327 - most like Regulons: blaI",13,0.03314,"1.81e-01",-0.02057,"1.81e-01",0.01257,"1.00e+00"
"corem_539 - most like iModulons: WhiB1",47,0.03531,"8.39e-01",-0.0196,"8.39e-01",0.01571,"1.00e+00"
"corem_434 - most like iModulons: WhiB4/IdeR",22,0.03939,"1.00e+00",0.02002,"1.00e+00",-0.01937,"1.00e+00"
"corem_189 - most like TFOE.Regulons: Rv1931c",6,0.03406,"4.57e-01",0.00509,"1.00e+00",-0.02897,"4.57e-01"
"corem_538 - most like iModulons: Rv1776c+WhiB4",23,0.03909,"1.00e+00",0.01818,"1.00e+00",-0.0209,"1.00e+00"
"corem_496 - most like Regulons: cmr",34,0.03521,"8.71e-01",-0.01844,"8.71e-01",0.01677,"1.00e+00"
"corem_281 - most like Regulons: mce1R",9,0.03404,"4.88e-01",-0.02799,"4.88e-01",0.00605,"1.00e+00"
"corem_446 - most like iModulons: FasR",17,0.03877,"1.00e+00",0.01627,"1.00e+00",-0.02249,"1.00e+00"
"corem_282 - most like TFOE.Regulons: Rv2720 (lexA)",9,0.03818,"1.00e+00",0.01624,"1.00e+00",-0.02194,"1.00e+00"
"corem_215 - most like iModulons: MprA",7,0.03777,"1.00e+00",0.02863,"1.00e+00",-0.00914,"1.00e+00"
"corem_272 - most like Regulons: moxR3",8,0.03759,"1.00e+00",0.0155,"1.00e+00",-0.0221,"1.00e+00"
"corem_263 - most like iModulons: Unc_5",6,0.03744,"1.00e+00",-0.03704,"1.00e+00",4e-04,"1.00e+00"
"corem_367 - most like iModulons: MprA",17,0.03197,"4.21e-01",0.01053,"1.00e+00",-0.02145,"4.21e-01"
"corem_445 - most like iModulons: KstR2",22,0.03733,"1.00e+00",0.01755,"1.00e+00",-0.01978,"1.00e+00"
"corem_247 - most like Regulons: ideR",30,0.03015,"1.99e-01",0.00962,"1.00e+00",-0.02054,"1.99e-01"
"corem_316 - most like TFOE.Regulons: Rv3676 (crp)",5,0.03684,"1.00e+00",0.01528,"1.00e+00",-0.02156,"1.00e+00"
"corem_479 - most like TFOE.Regulons: Rv3862c (whiB6)",20,0.03366,"8.49e-01",-0.01895,"8.49e-01",0.01471,"1.00e+00"
"corem_286 - most like iModulons: BkaR",25,0.03126,"3.71e-01",-0.01804,"3.71e-01",0.01322,"1.00e+00"
"corem_113 - most like iModulons: Central Carbon Metabolism",5,0.03615,"1.00e+00",0.02187,"1.00e+00",-0.01428,"1.00e+00"
"corem_466 - most like TFOE.Regulons: Rv0158",7,0.03585,"1.00e+00",0.00865,"1.00e+00",-0.0272,"1.00e+00"
"corem_39 - most like TFOE.Regulons: Rv3574 (kstR)",7,0.03248,"7.01e-01",0.00993,"1.00e+00",-0.02255,"7.01e-01"
"corem_21 - most like iModulons: RicR",6,0.03576,"1.00e+00",0.02776,"1.00e+00",-0.008,"1.00e+00"
"corem_394 - most like Regulons: HPT-2b Induced",47,0.03575,"1.00e+00",0.01888,"1.00e+00",-0.01687,"1.00e+00"
"corem_357 - most like iModulons: LysG",11,0.03571,"1.00e+00",0.02328,"1.00e+00",-0.01243,"1.00e+00"
"corem_439 - most like iModulons: Peptidoglycan Biosynthesis",41,0.02908,"2.67e-01",-0.01438,"2.67e-01",0.01471,"1.00e+00"
"corem_242 - most like TFOE.Regulons: Rv3862c (whiB6)",15,0.03562,"1.00e+00",-0.01961,"1.00e+00",0.01601,"1.00e+00"
"corem_416 - most like Regulons: Rv0238",8,0.0353,"1.00e+00",0.01075,"1.00e+00",-0.02454,"1.00e+00"
"corem_72 - most like iModulons: WhiB1",51,0.03192,"9.35e-01",-0.01849,"9.35e-01",0.01343,"1.00e+00"
"corem_191 - most like iModulons: GroEL-GroES Complex",6,0.03475,"1.00e+00",-0.02783,"1.00e+00",0.00692,"1.00e+00"
"corem_559 - most like iModulons: Rv1776c+WhiB4",16,0.03459,"1.00e+00",-0.0136,"1.00e+00",0.02098,"1.00e+00"
"corem_458 - most like Regulons: blaI",7,0.03459,"1.00e+00",-0.01683,"1.00e+00",0.01776,"1.00e+00"
"corem_40 - most like iModulons: Sulfur Metabolism",3,0.03442,"1.00e+00",-0.01866,"1.00e+00",0.01577,"1.00e+00"
"corem_186 - most like Regulons: Rv0273c",6,0.0338,"1.00e+00",-0.01768,"1.00e+00",0.01612,"1.00e+00"
"corem_350 - most like iModulons: KstR2",17,0.03362,"1.00e+00",0.00732,"1.00e+00",-0.0263,"1.00e+00"
"corem_375 - most like iModulons: MprA",11,0.0336,"1.00e+00",0.0155,"1.00e+00",-0.0181,"1.00e+00"
"corem_406 - most like iModulons: Rv2621c",6,0.03328,"1.00e+00",-0.01709,"1.00e+00",0.01619,"1.00e+00"
"corem_395 - most like iModulons: Central Carbon Metabolism",16,0.03252,"1.00e+00",0.01465,"1.00e+00",-0.01786,"1.00e+00"
"corem_485 - most like iModulons: WhiB1",81,0.02577,"5.62e-01",-0.01598,"5.62e-01",0.0098,"1.00e+00"
"corem_204 - most like iModulons: FasR",19,0.03244,"1.00e+00",0.01393,"1.00e+00",-0.01851,"1.00e+00"
"corem_437 - most like iModulons: WhiB4",41,0.0315,"1.00e+00",0.01786,"1.00e+00",-0.01364,"1.00e+00"
"corem_333 - most like Regulons: mce1R",9,0.03143,"1.00e+00",-0.01291,"1.00e+00",0.01852,"1.00e+00"
"corem_172 - most like iModulons: Rv2621c",18,0.03142,"1.00e+00",0.01319,"1.00e+00",-0.01822,"1.00e+00"
"corem_222 - most like iModulons: Rv2621c",9,0.03088,"1.00e+00",-0.01758,"1.00e+00",0.0133,"1.00e+00"
"corem_383 - most like TFOE.Regulons: Rv3095",15,0.03017,"1.00e+00",-0.02816,"1.00e+00",0.00201,"1.00e+00"
"corem_545 - most like iModulons: WhiB4",37,0.02988,"1.00e+00",0.01719,"1.00e+00",-0.0127,"1.00e+00"
"corem_271 - most like iModulons: Rv2488c",8,0.02982,"1.00e+00",0.0107,"1.00e+00",-0.01912,"1.00e+00"
"corem_188 - most like TFOE.Regulons: Rv3197A (whiB7)",6,0.02924,"1.00e+00",-0.02084,"1.00e+00",0.0084,"1.00e+00"
"corem_336 - most like iModulons: Unc_1",9,0.02921,"1.00e+00",0.0096,"1.00e+00",-0.01961,"1.00e+00"
"corem_260 - most like Regulons: mce1R",6,0.02903,"1.00e+00",-0.01717,"1.00e+00",0.01186,"1.00e+00"
"corem_149 - most like iModulons: Fatty Acid Biosynthesis",5,0.02891,"1.00e+00",0.01587,"1.00e+00",-0.01303,"1.00e+00"
"corem_389 - most like TFOE.Regulons: Rv1474c",9,0.02849,"1.00e+00",0.00262,"1.00e+00",-0.02587,"1.00e+00"
"corem_337 - most like iModulons: Sulfur Metabolism",8,0.02829,"1.00e+00",0.00874,"1.00e+00",-0.01955,"1.00e+00"
"corem_6 - most like iModulons: GroEL-GroES Complex",4,0.02734,"1.00e+00",0.01877,"1.00e+00",-0.00856,"1.00e+00"
"corem_243 - most like iModulons: BkaR",9,0.02714,"1.00e+00",-0.00632,"1.00e+00",0.02082,"1.00e+00"
"corem_185 - most like iModulons: GroEL-GroES Complex",6,0.02688,"1.00e+00",0.01148,"1.00e+00",-0.01539,"1.00e+00"
"corem_442 - most like Regulons: whiB1",16,0.02668,"1.00e+00",-0.01246,"1.00e+00",0.01423,"1.00e+00"
"corem_494 - most like Regulons: phoY2",18,0.02665,"1.00e+00",0.01431,"1.00e+00",-0.01234,"1.00e+00"
"corem_397 - most like iModulons: HPT-2b Induced",23,0.02652,"1.00e+00",0.01326,"1.00e+00",-0.01326,"1.00e+00"
"corem_339 - most like iModulons: Rv2621c",9,0.02646,"1.00e+00",0.01261,"1.00e+00",-0.01385,"1.00e+00"
"corem_473 - most like iModulons: Rv1776c+WhiB4",45,0.02635,"1.00e+00",0.01107,"1.00e+00",-0.01528,"1.00e+00"
"corem_467 - most like iModulons: WhiB4",17,0.02632,"1.00e+00",-0.00921,"1.00e+00",0.01711,"1.00e+00"
"corem_527 - most like iModulons: Unc_1",9,0.02622,"1.00e+00",0.00775,"1.00e+00",-0.01847,"1.00e+00"
"corem_87 - most like iModulons: Fatty Acid Biosynthesis",6,0.0258,"1.00e+00",0.01498,"1.00e+00",-0.01082,"1.00e+00"
"corem_78 - most like iModulons: Sulfur Metabolism",8,0.02579,"1.00e+00",0.01236,"1.00e+00",-0.01343,"1.00e+00"
"corem_540 - most like Regulons: phoY2",20,0.02551,"1.00e+00",0.01338,"1.00e+00",-0.01212,"1.00e+00"
"corem_61 - most like iModulons: WhiB4",38,0.02528,"1.00e+00",0.01538,"1.00e+00",-0.0099,"1.00e+00"
"corem_212 - most like iModulons: Unc_3",7,0.02497,"1.00e+00",0.01241,"1.00e+00",-0.01257,"1.00e+00"
"corem_228 - most like iModulons: BkaR",21,0.02486,"1.00e+00",0.01342,"1.00e+00",-0.01144,"1.00e+00"
"corem_388 - most like Regulons: Rv3173c",9,0.02467,"1.00e+00",0.00609,"1.00e+00",-0.01858,"1.00e+00"
"corem_459 - most like iModulons: Zur",7,0.02444,"1.00e+00",-0.01644,"1.00e+00",0.00801,"1.00e+00"
"corem_10 - most like iModulons: Fatty Acid Biosynthesis",3,0.02435,"1.00e+00",-0.00967,"1.00e+00",0.01468,"1.00e+00"
"corem_323 - most like TFOE.Regulons: Rv3173c",11,0.02381,"1.00e+00",-0.01401,"1.00e+00",0.0098,"1.00e+00"
"corem_107 - most like iModulons: RicR",9,0.02361,"1.00e+00",0.01774,"1.00e+00",-0.00586,"1.00e+00"
"corem_334 - most like iModulons: Unc_1",8,0.02358,"1.00e+00",0.01538,"1.00e+00",-0.00821,"1.00e+00"
"corem_509 - most like iModulons: SigH",21,0.02351,"1.00e+00",-0.01283,"1.00e+00",0.01068,"1.00e+00"
"corem_374 - most like Regulons: mce1R",28,0.02349,"1.00e+00",0.01093,"1.00e+00",-0.01257,"1.00e+00"
"corem_342 - most like iModulons: Unc_3",10,0.02325,"1.00e+00",-0.00387,"1.00e+00",0.01939,"1.00e+00"
"corem_532 - most like iModulons: SigH",9,0.02316,"1.00e+00",0.01035,"1.00e+00",-0.0128,"1.00e+00"
"corem_403 - most like Regulons: Rv3167c",6,0.02302,"1.00e+00",0.01775,"1.00e+00",-0.00527,"1.00e+00"
"corem_269 - most like iModulons: Zur",17,0.0229,"1.00e+00",-0.01604,"1.00e+00",0.00686,"1.00e+00"
"corem_448 - most like iModulons: Peptidoglycan Biosynthesis",37,0.02274,"1.00e+00",-0.01218,"1.00e+00",0.01056,"1.00e+00"
"corem_270 - most like iModulons: BkaR",8,0.02273,"1.00e+00",-0.01381,"1.00e+00",0.00891,"1.00e+00"
"corem_226 - most like iModulons: Rv2621c",9,0.02241,"1.00e+00",0.01849,"1.00e+00",-0.00392,"1.00e+00"
"corem_74 - most like iModulons: Rv1776c+WhiB4",46,0.02237,"1.00e+00",0.01059,"1.00e+00",-0.01178,"1.00e+00"
"corem_391 - most like iModulons: Fatty Acid Biosynthesis",9,0.02217,"1.00e+00",0.00847,"1.00e+00",-0.0137,"1.00e+00"
"corem_526 - most like iModulons: Polyketide Synthase Complex",9,0.02205,"1.00e+00",-0.01491,"1.00e+00",0.00715,"1.00e+00"
"corem_253 - most like TFOE.Regulons: Rv3574 (kstR)",6,0.02198,"1.00e+00",0.00526,"1.00e+00",-0.01672,"1.00e+00"
"corem_133 - most like Regulons: Rv0348",5,0.02188,"1.00e+00",-0.00963,"1.00e+00",0.01225,"1.00e+00"
"corem_136 - most like TFOE.Regulons: Rv0903c (prrA)",4,0.02179,"1.00e+00",0.01913,"1.00e+00",-0.00267,"1.00e+00"
"corem_130 - most like TFOE.Regulons: Rv0135c",5,0.02168,"1.00e+00",0.0027,"1.00e+00",-0.01898,"1.00e+00"
"corem_89 - most like iModulons: GroEL-GroES Complex",7,0.02165,"1.00e+00",0.01237,"1.00e+00",-0.00928,"1.00e+00"
"corem_528 - most like iModulons: Rv1776c+WhiB4",9,0.02165,"1.00e+00",-0.00284,"1.00e+00",0.01881,"1.00e+00"
"corem_471 - most like iModulons: WhiB1",30,0.02163,"1.00e+00",0.00925,"1.00e+00",-0.01239,"1.00e+00"
"corem_369 - most like iModulons: Mce1R",24,0.0215,"1.00e+00",0.01231,"1.00e+00",-0.00919,"1.00e+00"
"corem_429 - most like iModulons: Rv1776c+WhiB4",19,0.02098,"1.00e+00",-0.0099,"1.00e+00",0.01108,"1.00e+00"
"corem_194 - most like Regulons: Rv1219",12,0.02072,"1.00e+00",-0.01732,"1.00e+00",0.00341,"1.00e+00"
"corem_79 - most like iModulons: Unc_2",8,0.02045,"1.00e+00",0.00419,"1.00e+00",-0.01626,"1.00e+00"
"corem_533 - most like iModulons: KstR2",9,0.02033,"1.00e+00",-0.01407,"1.00e+00",0.00626,"1.00e+00"
"corem_513 - most like Regulons: mce1R",13,0.0199,"1.00e+00",0.00329,"1.00e+00",-0.0166,"1.00e+00"
"corem_1 - most like iModulons: GroEL-GroES Complex",3,0.01988,"1.00e+00",-0.01656,"1.00e+00",0.00333,"1.00e+00"
"corem_525 - most like Regulons: vapB15",37,0.01983,"1.00e+00",0.00538,"1.00e+00",-0.01445,"1.00e+00"
"corem_209 - most like Regulons: crp",7,0.01969,"1.00e+00",-0.01173,"1.00e+00",0.00796,"1.00e+00"
"corem_295 - most like Regulons: sigB",5,0.01963,"1.00e+00",-0.00792,"1.00e+00",0.01171,"1.00e+00"
"corem_418 - most like iModulons: IdeR",8,0.0196,"1.00e+00",0.00831,"1.00e+00",-0.0113,"1.00e+00"
"corem_69 - most like iModulons: Mce1R",31,0.01953,"1.00e+00",0.0116,"1.00e+00",-0.00793,"1.00e+00"
"corem_9 - most like iModulons: Zur",13,0.01947,"1.00e+00",-0.01634,"1.00e+00",0.00313,"1.00e+00"
"corem_361 - most like Regulons: blaI",14,0.01904,"1.00e+00",-0.01233,"1.00e+00",0.00671,"1.00e+00"
"corem_505 - most like iModulons: WhiB6",8,0.01904,"1.00e+00",-0.01271,"1.00e+00",0.00633,"1.00e+00"
"corem_264 - most like iModulons: GroEL-GroES Complex",6,0.01903,"1.00e+00",-0.01418,"1.00e+00",0.00485,"1.00e+00"
"corem_450 - most like Regulons: Rv2621c",12,0.019,"1.00e+00",-0.01462,"1.00e+00",0.00438,"1.00e+00"
"corem_146 - most like TFOE.Regulons: Rv3066",5,0.01875,"1.00e+00",0.00537,"1.00e+00",-0.01337,"1.00e+00"
"corem_120 - most like TFOE.Regulons: Rv1332",5,0.01845,"1.00e+00",0.00881,"1.00e+00",-0.00965,"1.00e+00"
"corem_93 - most like iModulons: GroEL-GroES Complex",7,0.01832,"1.00e+00",-0.00809,"1.00e+00",0.01023,"1.00e+00"
"corem_370 - most like iModulons: Fatty Acid Biosynthesis",13,0.01772,"1.00e+00",0.01025,"1.00e+00",-0.00747,"1.00e+00"
