"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"Vitamin B6 dependent and responsive disorders",4,0.0023,"1.00e+00",-0.0192,"1.00e+00",-0.0238,"1.00e+00"
"Ethanol effects on histone modifications",8,0.00179,"1.00e+00",0.00522,"1.00e+00",0.00165,"1.00e+00"
"Glyoxylate metabolism",4,0.00164,"1.00e+00",-0.03085,"1.00e+00",-0.02757,"1.00e+00"
"Glycosylation and related congenital defects",4,0.00162,"1.00e+00",0.00152,"1.00e+00",-1e-04,"1.00e+00"
"Biomarkers for pyrimidine metabolism disorders",7,0.00155,"1.00e+00",-0.00424,"1.00e+00",-0.00114,"1.00e+00"
"Amino acid metabolism",43,0.00147,"1.00e+00",-0.00078,"1.00e+00",-0.00372,"1.00e+00"
"Sleep regulation",4,0.00141,"1.00e+00",-0.00053,"1.00e+00",-0.00336,"1.00e+00"
"Mitochondrial beta oxidation",4,0.001,"1.00e+00",-0.00078,"1.00e+00",-0.00277,"1.00e+00"
"Estrogen metabolism",4,0.00088,"1.00e+00",-0.02161,"1.00e+00",-0.02337,"1.00e+00"
"Nucleotide excision repair",3,0.00088,"1.00e+00",-0.00307,"1.00e+00",-0.00131,"1.00e+00"
"Leucine isoleucine and valine metabolism",16,0.00081,"1.00e+00",-0.00557,"1.00e+00",-0.00395,"1.00e+00"
"Glycerophospholipid biosynthetic pathway",4,0.00077,"1.00e+00",0.00603,"1.00e+00",0.00448,"1.00e+00"
"Biotin metabolism including IMDs",4,0.00076,"1.00e+00",0.00415,"1.00e+00",0.00566,"1.00e+00"
"Glycine metabolism including IMDs",8,0.00069,"1.00e+00",-0.00337,"1.00e+00",-0.00476,"1.00e+00"
"N glycan biosynthesis",5,0.00065,"1.00e+00",-0.00152,"1.00e+00",-0.00022,"1.00e+00"
"10q11 21q11 23 copy number variation syndrome",4,0.00057,"1.00e+00",-0.00274,"1.00e+00",-0.0016,"1.00e+00"
"Fatty acid biosynthesis",9,0.00048,"1.00e+00",-0.0022,"1.00e+00",-0.00124,"1.00e+00"
"Methylation pathways",3,0.00044,"1.00e+00",-0.01198,"1.00e+00",-0.01109,"1.00e+00"
"TCA cycle and deficiency of pyruvate dehydrogenase complex PDHc",13,0.00043,"1.00e+00",-0.00365,"1.00e+00",-0.0028,"1.00e+00"
"TYROBP causal network in microglia",2,3e-04,"1.00e+00",-0.01173,"1.00e+00",-0.01234,"1.00e+00"
"Cerebral organic acidurias including diseases",4,0.00014,"1.00e+00",-0.01537,"1.00e+00",-0.01509,"1.00e+00"
"Estrogen metabolism",6,2e-05,"1.00e+00",-0.00963,"1.00e+00",-0.00959,"1.00e+00"
