"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"regulation of transcription, DNA-dependent",172,0.0441,"1.61e-04",0.01541,"1.00e+00",-0.02868,"1.61e-04"
"tRNA processing",4,0.04731,"9.81e-01",-0.01662,"1.00e+00",0.03069,"9.81e-01"
"phospholipid biosynthetic process",18,0.04616,"4.42e-01",0.02274,"4.42e-01",-0.02342,"5.98e-01"
"DNA methylation",2,0.04866,"1.00e+00",0.02569,"1.00e+00",-0.02297,"1.00e+00"
"isocitrate dehydrogenase (NADP+) activity",2,0.04697,"9.12e-01",0.00805,"1.00e+00",-0.03892,"9.12e-01"
"N-methyltransferase activity",2,0.04866,"1.00e+00",0.02569,"1.00e+00",-0.02297,"1.00e+00"
"imidazoleglycerol-phosphate synthase activity",2,0.0485,"1.00e+00",-0.02832,"1.00e+00",0.02018,"1.00e+00"
"triglyceride lipase activity",2,0.04842,"1.00e+00",0.025,"1.00e+00",-0.02342,"1.00e+00"
"oxidation reduction",401,0.04151,"4.83e-13",0.01727,"1.54e-05",-0.02424,"4.83e-13"
"ATP-dependent peptidase activity",5,0.04787,"1.00e+00",0.02345,"1.00e+00",-0.02442,"1.00e+00"
"extracellular region",34,0.04587,"6.53e-01",0.02422,"6.53e-01",-0.02165,"1.00e+00"
"thymidylate synthase activity",2,0.04753,"1.00e+00",0.04129,"1.00e+00",-0.00624,"1.00e+00"
"intracellular",72,0.04527,"4.85e-01",0.01733,"1.00e+00",-0.02793,"4.85e-01"
"potassium ion transport",7,0.04735,"1.00e+00",0.026,"1.00e+00",-0.02134,"1.00e+00"
"glutamate-ammonia ligase activity",4,0.04719,"1.00e+00",0.02559,"1.00e+00",-0.02161,"1.00e+00"
"naringenin-chalcone synthase activity",2,0.04615,"9.59e-01",-0.01608,"1.00e+00",0.03007,"9.59e-01"
"nicotinate phosphoribosyltransferase activity",2,0.04718,"1.00e+00",0.01326,"1.00e+00",-0.03392,"1.00e+00"
"cytochrome-c oxidase activity",4,0.04588,"9.24e-01",0.02703,"1.00e+00",-0.01885,"9.24e-01"
"recombinase activity",7,0.04702,"1.00e+00",0.02631,"1.00e+00",-0.02072,"1.00e+00"
"anthranilate synthase activity",2,0.04699,"1.00e+00",-0.02184,"1.00e+00",0.02515,"1.00e+00"
"nucleotide biosynthetic process",2,0.04274,"2.30e-01",0.03829,"2.30e-01",-0.00445,"1.00e+00"
"glycerol-3-phosphate dehydrogenase activity",2,0.04694,"1.00e+00",0.02505,"1.00e+00",-0.02188,"1.00e+00"
"lipid metabolic process",15,0.04668,"1.00e+00",0.00047,"1.00e+00",-0.04621,"1.00e+00"
"diaminopimelate biosynthetic process",4,0.04538,"9.05e-01",-0.02019,"1.00e+00",0.02519,"9.05e-01"
"tricarboxylic acid cycle",19,0.04665,"1.00e+00",0.01941,"1.00e+00",-0.02724,"1.00e+00"
"phosphorylation",6,0.04665,"1.00e+00",0.02152,"1.00e+00",-0.02513,"1.00e+00"
"metabolic process",211,0.0404,"2.69e-04",0.01789,"4.98e-02",-0.02252,"2.69e-04"
"plasma membrane",364,0.03983,"5.02e-11",0.01551,"3.70e-03",-0.02432,"5.02e-11"
"metallopeptidase activity",7,0.04646,"1.00e+00",0.02369,"1.00e+00",-0.02277,"1.00e+00"
"tyrosine-based site-specific recombinase activity",2,0.04435,"7.96e-01",-0.01984,"7.96e-01",0.02451,"9.55e-01"
"oxygen binding",3,0.04618,"1.00e+00",-0.00538,"1.00e+00",0.04081,"1.00e+00"
"oxidoreductase activity",182,0.03954,"2.11e-03",0.01504,"1.00e+00",-0.02449,"2.11e-03"
"oxygen transport",3,0.04618,"1.00e+00",-0.00538,"1.00e+00",0.04081,"1.00e+00"
"pathogenesis",25,0.04434,"8.33e-01",0.02217,"8.33e-01",-0.02217,"1.00e+00"
"cation binding",9,0.04328,"6.46e-01",0.01842,"1.00e+00",-0.02486,"6.46e-01"
"oxygen transporter activity",3,0.04618,"1.00e+00",-0.00538,"1.00e+00",0.04081,"1.00e+00"
"ATP-dependent helicase activity",7,0.04608,"1.00e+00",0.01786,"1.00e+00",-0.02822,"1.00e+00"
"transcription factor activity",130,0.03938,"9.56e-03",0.01221,"1.00e+00",-0.02717,"9.56e-03"
"methylated-DNA-[protein]-cysteine S-methyltransferase activity",2,0.04159,"5.09e-01",-0.0271,"5.09e-01",0.01449,"1.00e+00"
"chlorophyll biosynthetic process",2,0.04593,"1.00e+00",0.00807,"1.00e+00",-0.03787,"1.00e+00"
"helicase activity",6,0.04388,"9.99e-01",0.01697,"1.00e+00",-0.02692,"9.99e-01"
"chorismate metabolic process",2,0.04586,"1.00e+00",-0.02293,"1.00e+00",0.02294,"1.00e+00"
"citrate transmembrane transporter activity",2,0.04561,"1.00e+00",0.00492,"1.00e+00",-0.04069,"1.00e+00"
"catalytic activity",58,0.0376,"2.46e-02",0.01492,"1.00e+00",-0.02269,"2.46e-02"
"pyrimidine nucleotide biosynthetic process",8,0.04131,"6.54e-01",-0.03076,"6.54e-01",0.01055,"1.00e+00"
"citrate transport",2,0.04561,"1.00e+00",0.00492,"1.00e+00",-0.04069,"1.00e+00"
"phosphatidylcholine phospholipase C activity",4,0.04552,"1.00e+00",0.02558,"1.00e+00",-0.01994,"1.00e+00"
"high-affinity iron ion transport",2,0.0449,"1.00e+00",-0.03149,"1.00e+00",0.01341,"1.00e+00"
"iron ion transmembrane transporter activity",2,0.0449,"1.00e+00",-0.03149,"1.00e+00",0.01341,"1.00e+00"
"cation transmembrane transporter activity",6,0.04462,"1.00e+00",0.01445,"1.00e+00",-0.03017,"1.00e+00"
"cellular carbohydrate metabolic process",3,0.04449,"1.00e+00",0.00678,"1.00e+00",-0.03772,"1.00e+00"
"citrate (Si)-synthase activity",3,0.04449,"1.00e+00",0.00678,"1.00e+00",-0.03772,"1.00e+00"
"respiratory electron transport chain",2,0.04075,"7.16e-01",0.02227,"1.00e+00",-0.01848,"7.16e-01"
"phosphomannomutase activity",2,0.04386,"1.00e+00",0.01933,"1.00e+00",-0.02453,"1.00e+00"
"protein secretion",4,0.04383,"1.00e+00",0.01477,"1.00e+00",-0.02906,"1.00e+00"
"photosynthesis, light reaction",7,0.0436,"1.00e+00",0.03548,"1.00e+00",-0.00812,"1.00e+00"
"integral to membrane",470,0.03182,"1.96e-10",0.01152,"3.24e-02",-0.0203,"1.96e-10"
"adenylate cyclase activity",3,0.04289,"1.00e+00",0.01493,"1.00e+00",-0.02796,"1.00e+00"
"cAMP biosynthetic process",3,0.04289,"1.00e+00",0.01493,"1.00e+00",-0.02796,"1.00e+00"
"cAMP-dependent protein kinase complex",2,0.04241,"1.00e+00",0.00696,"1.00e+00",-0.03545,"1.00e+00"
"cAMP-dependent protein kinase regulator activity",2,0.04241,"1.00e+00",0.00696,"1.00e+00",-0.03545,"1.00e+00"
"regulation of protein amino acid phosphorylation",2,0.04241,"1.00e+00",0.00696,"1.00e+00",-0.03545,"1.00e+00"
"D-arabinono-1,4-lactone oxidase activity",2,0.04194,"1.00e+00",-0.01893,"1.00e+00",0.02301,"1.00e+00"
"superoxide dismutase activity",2,0.0394,"9.65e-01",0.01378,"1.00e+00",-0.02562,"9.65e-01"
"superoxide metabolic process",2,0.0394,"9.65e-01",0.01378,"1.00e+00",-0.02562,"9.65e-01"
"acyltransferase activity",35,0.03365,"2.22e-01",0.01162,"1.00e+00",-0.02204,"2.22e-01"
"glyoxylate cycle",3,0.04128,"1.00e+00",0.02157,"1.00e+00",-0.01972,"1.00e+00"
"FAD binding",74,0.03357,"2.57e-01",0.01236,"1.00e+00",-0.02122,"2.57e-01"
"exodeoxyribonuclease V complex",2,0.04125,"1.00e+00",0.0047,"1.00e+00",-0.03655,"1.00e+00"
"thiamin biosynthetic process",6,0.04109,"1.00e+00",-0.02553,"1.00e+00",0.01556,"1.00e+00"
"inositol-1(or 4)-monophosphatase activity",2,0.041,"1.00e+00",0.00356,"1.00e+00",-0.03744,"1.00e+00"
"copper-exporting ATPase activity",3,0.04083,"1.00e+00",-0.01894,"1.00e+00",0.02189,"1.00e+00"
"cobalt ion transmembrane transporter activity",2,0.04079,"1.00e+00",-0.03191,"1.00e+00",0.00889,"1.00e+00"
"cobalt ion transport",2,0.04079,"1.00e+00",-0.03191,"1.00e+00",0.00889,"1.00e+00"
"coenzyme binding",17,0.04077,"1.00e+00",0.02153,"1.00e+00",-0.01924,"1.00e+00"
"ribonuclease H activity",2,0.04062,"1.00e+00",-0.03261,"1.00e+00",0.00801,"1.00e+00"
"sigma factor activity",15,0.04055,"1.00e+00",0.01602,"1.00e+00",-0.02453,"1.00e+00"
"transcription initiation",15,0.04055,"1.00e+00",0.01602,"1.00e+00",-0.02453,"1.00e+00"
"UDP-N-acetylgalactosamine biosynthetic process",2,0.04038,"1.00e+00",-0.02014,"1.00e+00",0.02024,"1.00e+00"
"aldehyde dehydrogenase (NAD) activity",2,0.04037,"1.00e+00",0.01444,"1.00e+00",-0.02594,"1.00e+00"
"apoptosis",2,0.0394,"1.00e+00",-0.0287,"1.00e+00",0.0107,"1.00e+00"
"menaquinone biosynthetic process",5,0.03875,"1.00e+00",-0.01538,"1.00e+00",0.02338,"1.00e+00"
"nitrate reductase activity",5,0.03867,"1.00e+00",0.01541,"1.00e+00",-0.02326,"1.00e+00"
"nitrate reductase complex",5,0.03867,"1.00e+00",0.01541,"1.00e+00",-0.02326,"1.00e+00"
"cobalamin binding",6,0.03828,"1.00e+00",0.02444,"1.00e+00",-0.01384,"1.00e+00"
"cysteine-tRNA ligase activity",2,0.0315,"9.32e-01",-0.01728,"9.32e-01",0.01422,"1.00e+00"
"intracellular protein transmembrane transport",2,0.03736,"1.00e+00",-0.01287,"1.00e+00",0.02448,"1.00e+00"
"cysteinyl-tRNA aminoacylation",2,0.0315,"9.32e-01",-0.01728,"9.32e-01",0.01422,"1.00e+00"
"phosphatidylinositol alpha-mannosyltransferase activity",2,0.02896,"4.43e-01",-0.00343,"1.00e+00",0.02553,"4.43e-01"
"protein import",2,0.03736,"1.00e+00",-0.01287,"1.00e+00",0.02448,"1.00e+00"
"fatty acid biosynthetic process",17,0.03701,"1.00e+00",0.01795,"1.00e+00",-0.01907,"1.00e+00"
"quinone binding",15,0.03684,"1.00e+00",0.02563,"1.00e+00",-0.01121,"1.00e+00"
"DNA-directed DNA polymerase activity",13,0.03647,"1.00e+00",-0.02187,"1.00e+00",0.0146,"1.00e+00"
"cation transport",5,0.03626,"1.00e+00",0.01234,"1.00e+00",-0.02392,"1.00e+00"
"RNA processing",10,0.0362,"1.00e+00",-0.01228,"1.00e+00",0.02392,"1.00e+00"
"protein modification process",3,0.03589,"1.00e+00",0.01468,"1.00e+00",-0.02121,"1.00e+00"
"isochorismate synthase activity",2,0.03573,"1.00e+00",0.02154,"1.00e+00",-0.01419,"1.00e+00"
"nitrogen compound metabolic process",8,0.0354,"1.00e+00",0.00507,"1.00e+00",-0.03033,"1.00e+00"
"cysteine biosynthetic process from serine",3,0.03539,"1.00e+00",-0.03415,"1.00e+00",0.00124,"1.00e+00"
"translational termination",3,0.03471,"1.00e+00",-0.02796,"1.00e+00",0.00675,"1.00e+00"
"transferase activity, transferring glycosyl groups",14,0.03437,"1.00e+00",0.02034,"1.00e+00",-0.01403,"1.00e+00"
"cellular aromatic compound metabolic process",4,0.03419,"1.00e+00",0.01325,"1.00e+00",-0.02094,"1.00e+00"
"ATP binding",309,0.02216,"6.23e-05",0.00686,"1.00e+00",-0.0153,"6.23e-05"
"two-component signal transduction system (phosphorelay)",39,0.03418,"1.00e+00",0.01483,"1.00e+00",-0.01935,"1.00e+00"
"proton-transporting ATP synthase complex, coupling factor F(o)",5,0.03415,"1.00e+00",-0.01929,"1.00e+00",0.01487,"1.00e+00"
"zinc ion binding",60,0.03371,"1.00e+00",0.0129,"1.00e+00",-0.02082,"1.00e+00"
"small ribosomal subunit",8,0.03335,"1.00e+00",-0.01215,"1.00e+00",0.0212,"1.00e+00"
"cutinase activity",3,0.03333,"1.00e+00",0.00848,"1.00e+00",-0.02485,"1.00e+00"
"coenzyme biosynthetic process",3,0.03316,"1.00e+00",0.02066,"1.00e+00",-0.0125,"1.00e+00"
"tRNA binding",13,0.03198,"1.00e+00",-0.01656,"1.00e+00",0.01541,"1.00e+00"
"molybdenum ion binding",7,0.03162,"1.00e+00",0.00775,"1.00e+00",-0.02388,"1.00e+00"
"uroporphyrin-III C-methyltransferase activity",2,0.03154,"1.00e+00",0.01571,"1.00e+00",-0.01583,"1.00e+00"
"ATP synthesis coupled proton transport",6,0.03149,"1.00e+00",-0.01822,"1.00e+00",0.01327,"1.00e+00"
"plasma membrane ATP synthesis coupled proton transport",4,0.03121,"1.00e+00",-0.02164,"1.00e+00",0.00958,"1.00e+00"
"4 iron, 4 sulfur cluster binding",35,0.03111,"1.00e+00",0.01513,"1.00e+00",-0.01598,"1.00e+00"
"1-aminocyclopropane-1-carboxylate synthase activity",4,0.03092,"1.00e+00",-0.01277,"1.00e+00",0.01816,"1.00e+00"
"transcription termination factor activity",2,0.03059,"1.00e+00",0.00609,"1.00e+00",-0.02449,"1.00e+00"
"cellular metabolic process",10,0.03036,"1.00e+00",0.01493,"1.00e+00",-0.01544,"1.00e+00"
"peptidyl-prolyl cis-trans isomerase activity",3,0.03032,"1.00e+00",0.00825,"1.00e+00",-0.02208,"1.00e+00"
"lysine-tRNA ligase activity",2,0.03031,"1.00e+00",0.0124,"1.00e+00",-0.01791,"1.00e+00"
"lysyl-tRNA aminoacylation",2,0.03031,"1.00e+00",0.0124,"1.00e+00",-0.01791,"1.00e+00"
"protein transport",5,0.03007,"1.00e+00",0.01162,"1.00e+00",-0.01845,"1.00e+00"
"transferase activity, transferring alkyl or aryl (other than methyl) groups",2,0.03,"1.00e+00",-0.06117,"1.00e+00",-0.12118,"1.00e+00"
"thiamin pyrophosphate binding",11,0.0295,"1.00e+00",0.00863,"1.00e+00",-0.02087,"1.00e+00"
"NAD(P)+ transhydrogenase (AB-specific) activity",2,0.02102,"4.06e-01",0.00489,"1.00e+00",-0.01613,"4.06e-01"
"tryptophan biosynthetic process",7,0.02941,"1.00e+00",-0.00886,"1.00e+00",0.02056,"1.00e+00"
"hydrolase activity",97,0.02854,"1.00e+00",0.01283,"1.00e+00",-0.01571,"1.00e+00"
"RNA binding",32,0.02835,"1.00e+00",-0.01455,"1.00e+00",0.0138,"1.00e+00"
"transaminase activity",11,0.02811,"1.00e+00",-0.01986,"1.00e+00",0.00825,"1.00e+00"
"manganese ion binding",7,0.02779,"1.00e+00",-0.01789,"1.00e+00",0.00991,"1.00e+00"
"glycine decarboxylation via glycine cleavage system",3,0.02767,"1.00e+00",0.01231,"1.00e+00",-0.01537,"1.00e+00"
"threonine biosynthetic process",4,0.02759,"1.00e+00",-0.0266,"1.00e+00",0.00098,"1.00e+00"
"riboflavin synthase activity",2,0.02095,"6.95e-01",-0.01902,"6.95e-01",0.00193,"1.00e+00"
"biotin biosynthetic process",4,0.02701,"1.00e+00",-0.02689,"1.00e+00",0.00012,"1.00e+00"
"lipid binding",2,0.02693,"1.00e+00",-0.02064,"1.00e+00",0.00629,"1.00e+00"
"phosphopantetheine binding",15,0.0269,"1.00e+00",-0.01448,"1.00e+00",0.01242,"1.00e+00"
"NAD biosynthetic process",5,0.02661,"1.00e+00",-0.00969,"1.00e+00",0.01693,"1.00e+00"
"response to antibiotic",33,0.02602,"1.00e+00",0.00911,"1.00e+00",-0.01691,"1.00e+00"
"polysaccharide biosynthetic process",3,0.0259,"1.00e+00",-0.00509,"1.00e+00",0.02081,"1.00e+00"
"cellular amino acid metabolic process",5,0.02579,"1.00e+00",0.01348,"1.00e+00",-0.01231,"1.00e+00"
"regulation of cell shape",20,0.02554,"1.00e+00",-0.01456,"1.00e+00",0.01098,"1.00e+00"
"penicillin binding",6,0.02542,"1.00e+00",0.00588,"1.00e+00",-0.01955,"1.00e+00"
"transcription elongation regulator activity",3,0.02527,"1.00e+00",0.01165,"1.00e+00",-0.01362,"1.00e+00"
"cellular cell wall organization",26,0.02523,"1.00e+00",-0.01231,"1.00e+00",0.01292,"1.00e+00"
"carbohydrate metabolic process",28,0.02494,"1.00e+00",0.01006,"1.00e+00",-0.01488,"1.00e+00"
"glutamate synthase (NADPH) activity",2,0.02479,"1.00e+00",-0.02048,"1.00e+00",0.00431,"1.00e+00"
"protein amino acid phosphorylation",12,0.02477,"1.00e+00",0.00378,"1.00e+00",-0.02099,"1.00e+00"
"porphyrin biosynthetic process",6,0.02463,"1.00e+00",0.01149,"1.00e+00",-0.01314,"1.00e+00"
"enoyl-CoA hydratase activity",23,0.02456,"1.00e+00",0.01158,"1.00e+00",-0.01298,"1.00e+00"
"NADH dehydrogenase (ubiquinone) activity",13,0.02445,"1.00e+00",0.0167,"1.00e+00",-0.00775,"1.00e+00"
"dihydrolipoyl dehydrogenase activity",2,0.02445,"1.00e+00",-0.01226,"1.00e+00",0.01219,"1.00e+00"
"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity",2,0.02439,"1.00e+00",-0.01623,"1.00e+00",0.00816,"1.00e+00"
"L-serine biosynthetic process",3,0.02429,"1.00e+00",0.00783,"1.00e+00",-0.01646,"1.00e+00"
"alcohol dehydrogenase (NAD) activity",4,0.02383,"1.00e+00",-0.01346,"1.00e+00",0.01037,"1.00e+00"
"nucleotide-excision repair",9,0.02347,"1.00e+00",0.00736,"1.00e+00",-0.01611,"1.00e+00"
"pantothenate kinase activity",2,0.02339,"1.00e+00",0.0038,"1.00e+00",-0.0196,"1.00e+00"
"response to stress",27,0.02337,"1.00e+00",0.01058,"1.00e+00",-0.01279,"1.00e+00"
"antioxidant activity",8,0.02336,"1.00e+00",0.01616,"1.00e+00",-0.0072,"1.00e+00"
"phosphoprotein phosphatase activity",3,0.02319,"1.00e+00",-0.01036,"1.00e+00",0.01283,"1.00e+00"
"intracellular protein transport",2,0.02267,"1.00e+00",-0.01603,"1.00e+00",0.00664,"1.00e+00"
"protein secretion by the type II secretion system",2,0.02267,"1.00e+00",-0.01603,"1.00e+00",0.00664,"1.00e+00"
"type II protein secretion system complex",2,0.02267,"1.00e+00",-0.01603,"1.00e+00",0.00664,"1.00e+00"
"inorganic phosphate transmembrane transporter activity",11,0.02244,"1.00e+00",0.0125,"1.00e+00",-0.00994,"1.00e+00"
"terpenoid biosynthetic process",8,0.02243,"1.00e+00",0.01611,"1.00e+00",-0.00633,"1.00e+00"
"shikimate 5-dehydrogenase activity",2,0.02219,"1.00e+00",0.01592,"1.00e+00",-0.00627,"1.00e+00"
"alpha DNA polymerase:primase complex",3,0.02201,"1.00e+00",0.01455,"1.00e+00",-0.00746,"1.00e+00"
"dipeptidase activity",2,0.01648,"9.75e-01",-0.00163,"1.00e+00",0.01485,"9.75e-01"
"phosphoribosylformylglycinamidine synthase activity",2,0.02178,"1.00e+00",-0.00559,"1.00e+00",0.01619,"1.00e+00"
"arylsulfatase activity",3,0.0217,"1.00e+00",-0.00892,"1.00e+00",0.01278,"1.00e+00"
"peptidoglycan-based cell wall",2,0.02157,"1.00e+00",9e-05,"1.00e+00",-0.02148,"1.00e+00"
"glutamine metabolic process",13,0.02156,"1.00e+00",-0.01396,"1.00e+00",0.0076,"1.00e+00"
"lyase activity",21,0.02129,"1.00e+00",0.01663,"1.00e+00",-0.00466,"1.00e+00"
"peptidoglycan biosynthetic process",24,0.02069,"1.00e+00",-0.01161,"1.00e+00",0.00908,"1.00e+00"
"3-5-exoribonuclease activity",2,0.01409,"6.06e-01",0.00089,"1.00e+00",0.02907,"6.06e-01"
"potassium-transporting ATPase activity",3,0.02051,"1.00e+00",0.01405,"1.00e+00",-0.00646,"1.00e+00"
"proteolysis involved in cellular protein catabolic process",2,0.02042,"1.00e+00",0.01649,"1.00e+00",-0.00393,"1.00e+00"
"threonine-type endopeptidase activity",2,0.02042,"1.00e+00",0.01649,"1.00e+00",-0.00393,"1.00e+00"
"signal transduction",21,0.02041,"1.00e+00",0.00819,"1.00e+00",-0.01222,"1.00e+00"
"metal ion binding",138,0.02035,"1.00e+00",0.00808,"1.00e+00",-0.01227,"1.00e+00"
"magnesium-importing ATPase activity",2,0.02029,"1.00e+00",-0.01133,"1.00e+00",0.00896,"1.00e+00"
"DNA catabolic process",2,0.02011,"1.00e+00",0.00426,"1.00e+00",-0.01585,"1.00e+00"
"exodeoxyribonuclease VII activity",2,0.02011,"1.00e+00",0.00426,"1.00e+00",-0.01585,"1.00e+00"
"exodeoxyribonuclease VII complex",2,0.02011,"1.00e+00",0.00426,"1.00e+00",-0.01585,"1.00e+00"
"proline biosynthetic process",5,0.02001,"1.00e+00",-0.0186,"1.00e+00",0.0014,"1.00e+00"
"cob(I)yrinic acid a,c-diamide adenosyltransferase activity",2,0.01995,"1.00e+00",-0.00069,"1.00e+00",-0.04059,"1.00e+00"
"kinase activity",8,0.01967,"1.00e+00",0.00955,"1.00e+00",-0.01012,"1.00e+00"
"L-aspartate:2-oxoglutarate aminotransferase activity",2,0.01966,"1.00e+00",-0.00744,"1.00e+00",0.01222,"1.00e+00"
"cyclic nucleotide biosynthetic process",14,0.01879,"1.00e+00",0.01789,"1.00e+00",-0.00091,"1.00e+00"
"phosphorus-oxygen lyase activity",14,0.01879,"1.00e+00",0.01789,"1.00e+00",-0.00091,"1.00e+00"
"acid phosphatase activity",2,0.01869,"1.00e+00",-0.05021,"1.00e+00",-0.0876,"1.00e+00"
"cell redox homeostasis",24,0.01863,"1.00e+00",0.01782,"1.00e+00",-0.00082,"1.00e+00"
"phosphate transport",13,0.01861,"1.00e+00",0.01083,"1.00e+00",-0.00778,"1.00e+00"
"UDP-glucose 4-epimerase activity",2,0.00861,"2.34e-01",-0.02213,"2.34e-01",-0.0049,"1.00e+00"
"cobalamin-transporting ATPase activity",5,0.01855,"1.00e+00",0.00748,"1.00e+00",-0.01107,"1.00e+00"
"cellular process",4,0.01842,"1.00e+00",0.00283,"1.00e+00",-0.01558,"1.00e+00"
"transferase activity",58,0.01832,"1.00e+00",-0.00986,"1.00e+00",0.00846,"1.00e+00"
"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",2,0.01829,"1.00e+00",0.04597,"1.00e+00",0.00939,"1.00e+00"
"GTP cyclohydrolase II activity",2,0.01829,"1.00e+00",0.04597,"1.00e+00",0.00939,"1.00e+00"
"nucleoside metabolic process",13,0.01799,"1.00e+00",0.00145,"1.00e+00",-0.01654,"1.00e+00"
"FMN binding",18,0.01765,"1.00e+00",0.00271,"1.00e+00",-0.01494,"1.00e+00"
"NADP or NADPH binding",16,0.01719,"1.00e+00",0.00208,"1.00e+00",-0.01511,"1.00e+00"
"protein serine/threonine kinase activity",11,0.01709,"1.00e+00",0.00051,"1.00e+00",-0.01658,"1.00e+00"
"lysine biosynthetic process via diaminopimelate",4,0.01708,"1.00e+00",-0.00137,"1.00e+00",0.01571,"1.00e+00"
"transferase activity, transferring hexosyl groups",5,0.01673,"1.00e+00",0.01562,"1.00e+00",-0.00111,"1.00e+00"
"biotin binding",4,0.0166,"1.00e+00",-0.00653,"1.00e+00",0.01007,"1.00e+00"
"transcription antitermination",3,0.01651,"1.00e+00",-0.01348,"1.00e+00",0.00302,"1.00e+00"
"transferase activity, transferring acyl groups other than amino-acyl groups",3,0.00907,"7.53e-01",0.02226,"7.53e-01",0.00413,"1.00e+00"
"cell cycle",31,0.01628,"1.00e+00",-0.01028,"1.00e+00",0.006,"1.00e+00"
"barrier septum formation",3,0.01616,"1.00e+00",-0.00573,"1.00e+00",0.01043,"1.00e+00"
"cell division",30,0.01613,"1.00e+00",-0.01036,"1.00e+00",0.00577,"1.00e+00"
"holo-[acyl-carrier-protein] synthase activity",2,0.01606,"1.00e+00",-0.00933,"1.00e+00",0.00673,"1.00e+00"
"macromolecule biosynthetic process",2,0.01606,"1.00e+00",-0.00933,"1.00e+00",0.00673,"1.00e+00"
"guanosine tetraphosphate metabolic process",2,0.01602,"1.00e+00",0.01538,"1.00e+00",0.04742,"1.00e+00"
"carboxylic acid metabolic process",2,0.01566,"1.00e+00",0.01313,"1.00e+00",-0.00253,"1.00e+00"
"purine ribonucleotide biosynthetic process",2,0.01564,"1.00e+00",0.00648,"1.00e+00",-0.00916,"1.00e+00"
"DNA topological change",3,0.01563,"1.00e+00",0.00602,"1.00e+00",-0.00961,"1.00e+00"
"DNA topoisomerase (ATP-hydrolyzing) activity",2,0.0156,"1.00e+00",0.00718,"1.00e+00",-0.00842,"1.00e+00"
"peptidoglycan-based cell wall biogenesis",2,0.01499,"1.00e+00",0.00177,"1.00e+00",-0.01322,"1.00e+00"
"DNA-(apurinic or apyrimidinic site) lyase activity",3,0.01495,"1.00e+00",-0.0083,"1.00e+00",0.00666,"1.00e+00"
"de novo pyrimidine base biosynthetic process",3,0.01494,"1.00e+00",-0.03607,"1.00e+00",-0.0062,"1.00e+00"
"de novo IMP biosynthetic process",7,0.01492,"1.00e+00",-0.00816,"1.00e+00",0.00676,"1.00e+00"
"damaged DNA binding",10,0.01487,"1.00e+00",0.00306,"1.00e+00",-0.01181,"1.00e+00"
"iron ion binding",12,0.01475,"1.00e+00",0.01253,"1.00e+00",-0.00222,"1.00e+00"
"transferase activity, transferring nitrogenous groups",2,0.01464,"1.00e+00",-0.00548,"1.00e+00",0.00916,"1.00e+00"
"cofactor binding",30,0.01431,"1.00e+00",-0.0103,"1.00e+00",0.00401,"1.00e+00"
"lipoic acid binding",3,0.01422,"1.00e+00",0.00471,"1.00e+00",-0.00951,"1.00e+00"
"acyl carrier activity",26,0.01349,"1.00e+00",-0.00992,"1.00e+00",0.00357,"1.00e+00"
"tRNA modification",5,0.01348,"1.00e+00",0.00152,"1.00e+00",-0.01196,"1.00e+00"
"methionine biosynthetic process",9,0.01315,"1.00e+00",-0.00638,"1.00e+00",0.00677,"1.00e+00"
"peptidase activity",6,0.01285,"1.00e+00",0.00498,"1.00e+00",-0.00787,"1.00e+00"
"dihydrodipicolinate reductase activity",3,0.01279,"1.00e+00",0.02897,"1.00e+00",0.00338,"1.00e+00"
"transferase activity, transferring pentosyl groups",3,0.01247,"1.00e+00",0.0041,"1.00e+00",-0.00837,"1.00e+00"
"propionyl-CoA carboxylase activity",4,0.01243,"1.00e+00",0.00952,"1.00e+00",-0.00291,"1.00e+00"
"proteasomal protein catabolic process",2,0.01239,"1.00e+00",0.00298,"1.00e+00",-0.00942,"1.00e+00"
"ATP biosynthetic process",12,0.01229,"1.00e+00",0.01039,"1.00e+00",-0.00191,"1.00e+00"
"iron-sulfur cluster assembly",4,0.01229,"1.00e+00",0.00979,"1.00e+00",-0.0025,"1.00e+00"
"structural constituent of ribosome",57,0.01225,"1.00e+00",-0.028,"1.00e+00",-0.0035,"1.00e+00"
"protein dimerization activity",7,0.0121,"1.00e+00",-0.00053,"1.00e+00",-0.02474,"1.00e+00"
"magnesium ion binding",39,0.0121,"1.00e+00",-0.00904,"1.00e+00",0.00305,"1.00e+00"
"phosphoglycerate mutase activity",2,0.01201,"1.00e+00",-0.02466,"1.00e+00",-0.00063,"1.00e+00"
"nucleic acid binding",22,0.01177,"1.00e+00",-0.00509,"1.00e+00",0.00669,"1.00e+00"
"dipeptidyl-peptidase activity",3,0.01169,"1.00e+00",0.00192,"1.00e+00",0.0253,"1.00e+00"
"nucleoside-triphosphatase activity",27,0.01104,"1.00e+00",0.00248,"1.00e+00",-0.00856,"1.00e+00"
"sulfate transmembrane-transporting ATPase activity",2,0.01102,"1.00e+00",0.00368,"1.00e+00",-0.00734,"1.00e+00"
