"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"manganese ion binding",7,0.00311,"1.00e+00",-0.01179,"1.00e+00",-0.018,"1.00e+00"
"transmembrane transporter binding",2,0.00277,"1.00e+00",-0.002,"1.00e+00",-0.00754,"1.00e+00"
"ATPase-coupled transmembrane transporter activity",5,0.0027,"1.00e+00",-0.01029,"1.00e+00",-0.0157,"1.00e+00"
"ferrous iron binding",3,0.00256,"1.00e+00",0.0129,"1.00e+00",0.00777,"1.00e+00"
"NAD+ ADP-ribosyltransferase activity",3,0.00249,"1.00e+00",0.00635,"1.00e+00",0.00137,"1.00e+00"
"monosaccharide binding",3,0.00246,"1.00e+00",-0.0059,"1.00e+00",-0.00097,"1.00e+00"
"single-stranded DNA helicase activity",2,0.00223,"1.00e+00",-0.01408,"1.00e+00",-0.01855,"1.00e+00"
"protein serine kinase activity",3,0.00215,"1.00e+00",-0.00855,"1.00e+00",-0.01284,"1.00e+00"
"dolichyl-phosphate-mannose-protein mannosyltransferase activity",2,0.00214,"1.00e+00",-0.01068,"1.00e+00",-0.01497,"1.00e+00"
"zinc ion binding",33,0.00187,"1.00e+00",-0.00694,"1.00e+00",-0.00319,"1.00e+00"
"heparin binding",2,0.00171,"1.00e+00",0.00478,"1.00e+00",0.00136,"1.00e+00"
"small GTPase binding",3,0.00158,"1.00e+00",-0.01513,"1.00e+00",-0.0183,"1.00e+00"
"antioxidant activity",2,0.00145,"1.00e+00",0.00713,"1.00e+00",0.00424,"1.00e+00"
"protein-disulfide reductase (NAD(P)) activity",2,0.00132,"1.00e+00",0.00866,"1.00e+00",0.01131,"1.00e+00"
"long-chain fatty acyl-CoA hydrolase activity",2,0.00126,"1.00e+00",-0.00464,"1.00e+00",-0.00715,"1.00e+00"
"2 iron, 2 sulfur cluster binding",7,0.00124,"1.00e+00",0.00407,"1.00e+00",0.00654,"1.00e+00"
"transcription coactivator activity",2,0.00104,"1.00e+00",0.00571,"1.00e+00",0.00779,"1.00e+00"
"ubiquitin protein ligase binding",15,0.001,"1.00e+00",-0.0069,"1.00e+00",-0.0089,"1.00e+00"
"prenyltransferase activity",2,0.00064,"1.00e+00",0.00711,"1.00e+00",0.00584,"1.00e+00"
"glutamate binding",2,0.00057,"1.00e+00",-0.00367,"1.00e+00",-0.00252,"1.00e+00"
"nucleotide binding",11,4e-04,"1.00e+00",0.00401,"1.00e+00",0.00482,"1.00e+00"
"NADH binding",2,4e-04,"1.00e+00",-0.02923,"1.00e+00",-0.03003,"1.00e+00"
"signaling receptor binding",3,0.00039,"1.00e+00",-0.01113,"1.00e+00",-0.01035,"1.00e+00"
"thiosulfate sulfurtransferase activity",3,1e-05,"1.00e+00",0.01075,"1.00e+00",0.01072,"1.00e+00"
