"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"Metabolism of porphyrins",7,0.02973,"1.00e+00",-0.01947,"1.00e+00",0.01026,"1.00e+00"
"Bile acid and bile salt metabolism",5,0.02967,"1.00e+00",0.00775,"1.00e+00",-0.02191,"1.00e+00"
"Synthesis of bile acids and bile salts",5,0.02967,"1.00e+00",0.00775,"1.00e+00",-0.02191,"1.00e+00"
"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",5,0.02967,"1.00e+00",0.00775,"1.00e+00",-0.02191,"1.00e+00"
"Mitochondrial iron-sulfur cluster biogenesis",3,0.02949,"1.00e+00",0.02082,"1.00e+00",-0.00867,"1.00e+00"
"Ion transport by P-type ATPases",3,0.02934,"1.00e+00",0.01026,"1.00e+00",-0.01908,"1.00e+00"
"Interleukin-4 and Interleukin-13 signaling",2,0.02928,"1.00e+00",-0.01364,"1.00e+00",0.01564,"1.00e+00"
"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids",4,0.02909,"1.00e+00",0.0086,"1.00e+00",-0.02049,"1.00e+00"
"Mitochondrial protein degradation",30,0.02409,"8.77e-01",0.00908,"1.00e+00",-0.015,"8.77e-01"
"Platelet degranulation",4,0.02799,"1.00e+00",0.0103,"1.00e+00",-0.0177,"1.00e+00"
"Response to elevated platelet cytosolic Ca2+",4,0.02799,"1.00e+00",0.0103,"1.00e+00",-0.0177,"1.00e+00"
"tRNA processing in the nucleus",2,0.0278,"1.00e+00",-0.01994,"1.00e+00",0.00786,"1.00e+00"
"Displacement of DNA glycosylase by APEX1",5,0.02757,"1.00e+00",-0.01173,"1.00e+00",0.01584,"1.00e+00"
"Signaling by ALK fusions and activated point mutants",2,0.02734,"1.00e+00",-0.02118,"1.00e+00",0.00616,"1.00e+00"
"Signaling by ALK in cancer",2,0.02734,"1.00e+00",-0.02118,"1.00e+00",0.00616,"1.00e+00"
"Serotonin clearance from the synaptic cleft",2,0.02698,"1.00e+00",0.00801,"1.00e+00",-0.01897,"1.00e+00"
"Plasmalogen biosynthesis",3,0.02695,"1.00e+00",0.00648,"1.00e+00",-0.02046,"1.00e+00"
"Wax and plasmalogen biosynthesis",3,0.02695,"1.00e+00",0.00648,"1.00e+00",-0.02046,"1.00e+00"
"Nucleotide biosynthesis",12,0.02661,"1.00e+00",-0.00827,"1.00e+00",0.01834,"1.00e+00"
"Citric acid cycle (TCA cycle)",14,0.02254,"9.71e-01",0.00069,"1.00e+00",-0.02185,"9.71e-01"
"Mitochondrial translation initiation",27,0.02624,"1.00e+00",-0.01582,"1.00e+00",0.01042,"1.00e+00"
"Neuronal System",9,0.02622,"1.00e+00",0.00752,"1.00e+00",-0.01871,"1.00e+00"
"Viral Infection Pathways",22,0.02608,"1.00e+00",-0.02014,"1.00e+00",0.00593,"1.00e+00"
"Nucleotide salvage",8,0.02595,"1.00e+00",0.01467,"1.00e+00",-0.01128,"1.00e+00"
"Urea cycle",4,0.02583,"1.00e+00",0.0093,"1.00e+00",-0.01653,"1.00e+00"
"ABC transporter disorders",5,0.02559,"1.00e+00",0.00054,"1.00e+00",-0.02505,"1.00e+00"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",11,0.02555,"1.00e+00",0.00822,"1.00e+00",-0.01733,"1.00e+00"
"Complex I biogenesis",10,0.02521,"1.00e+00",0.01953,"1.00e+00",-0.00568,"1.00e+00"
"Metal ion SLC transporters",2,0.02514,"1.00e+00",-0.05126,"1.00e+00",-0.00097,"1.00e+00"
"Abacavir transmembrane transport",2,0.02504,"1.00e+00",-0.00973,"1.00e+00",-0.0598,"1.00e+00"
"Hemostasis",8,0.02479,"1.00e+00",0.01301,"1.00e+00",-0.01178,"1.00e+00"
"Mitochondrial translation",33,0.02426,"1.00e+00",-0.01653,"1.00e+00",0.00772,"1.00e+00"
"Cleavage of the damaged purine",3,0.02405,"1.00e+00",-0.023,"1.00e+00",0.00105,"1.00e+00"
"Depurination",3,0.02405,"1.00e+00",-0.023,"1.00e+00",0.00105,"1.00e+00"
"Recognition and association of DNA glycosylase with site containing an affected purine",3,0.02405,"1.00e+00",-0.023,"1.00e+00",0.00105,"1.00e+00"
"Anti-inflammatory response favouring Leishmania parasite infection",2,0.02045,"9.72e-01",-0.01969,"9.72e-01",0.00076,"1.00e+00"
"RHOH GTPase cycle",3,0.02398,"1.00e+00",0.00806,"1.00e+00",-0.01592,"1.00e+00"
"Leishmania parasite growth and survival",2,0.02045,"9.72e-01",-0.01969,"9.72e-01",0.00076,"1.00e+00"
"Propionyl-CoA catabolism",3,0.02388,"1.00e+00",0.00707,"1.00e+00",-0.01681,"1.00e+00"
"Infectious disease",26,0.02384,"1.00e+00",-0.01789,"1.00e+00",0.00595,"1.00e+00"
"Integration of energy metabolism",6,0.02363,"1.00e+00",0.00992,"1.00e+00",-0.01371,"1.00e+00"
"Atorvastatin ADME",3,0.02306,"1.00e+00",-0.0127,"1.00e+00",-0.05881,"1.00e+00"
"Prednisone ADME",3,0.02306,"1.00e+00",-0.0127,"1.00e+00",-0.05881,"1.00e+00"
"Fructose metabolism",2,0.02289,"1.00e+00",0.01194,"1.00e+00",-0.01095,"1.00e+00"
"rRNA processing",15,0.02265,"1.00e+00",-0.01617,"1.00e+00",0.00648,"1.00e+00"
"Cobalamin (Cbl) metabolism",3,0.02253,"1.00e+00",0.00021,"1.00e+00",-0.02232,"1.00e+00"
"Vitamin B6 activation to pyridoxal phosphate",3,0.02252,"1.00e+00",-0.01045,"1.00e+00",0.01207,"1.00e+00"
"Defective CFTR causes cystic fibrosis",2,0.02248,"1.00e+00",-0.01818,"1.00e+00",0.00429,"1.00e+00"
"Hedgehog ligand biogenesis",2,0.02248,"1.00e+00",-0.01818,"1.00e+00",0.00429,"1.00e+00"
"Hh mutants abrogate ligand secretion",2,0.02248,"1.00e+00",-0.01818,"1.00e+00",0.00429,"1.00e+00"
"Hh mutants are degraded by ERAD",2,0.02248,"1.00e+00",-0.01818,"1.00e+00",0.00429,"1.00e+00"
"Neddylation",2,0.02248,"1.00e+00",-0.01818,"1.00e+00",0.00429,"1.00e+00"
"Arachidonic acid metabolism",2,0.02236,"1.00e+00",0.00463,"1.00e+00",-0.01774,"1.00e+00"
"Transport of bile salts and organic acids, metal ions and amine compounds",5,0.02216,"1.00e+00",-0.02001,"1.00e+00",0.00214,"1.00e+00"
"Hedgehog 'off' state",2,0.02189,"1.00e+00",0.00053,"1.00e+00",-0.02136,"1.00e+00"
"Cellular response to chemical stress",15,0.02171,"1.00e+00",0.00523,"1.00e+00",-0.01648,"1.00e+00"
"Glyoxylate metabolism and glycine degradation",15,0.02156,"1.00e+00",-0.02005,"1.00e+00",0.00151,"1.00e+00"
"Pregnenolone biosynthesis",2,0.02082,"1.00e+00",0.01813,"1.00e+00",-0.00269,"1.00e+00"
"tRNA Aminoacylation",10,0.02081,"1.00e+00",-0.00705,"1.00e+00",0.01376,"1.00e+00"
"Cellular response to starvation",9,0.02069,"1.00e+00",-0.01665,"1.00e+00",0.00404,"1.00e+00"
"Response of EIF2AK4 (GCN2) to amino acid deficiency",9,0.02069,"1.00e+00",-0.01665,"1.00e+00",0.00404,"1.00e+00"
"Base-Excision Repair, AP Site Formation",6,0.02047,"1.00e+00",-0.01736,"1.00e+00",0.00311,"1.00e+00"
"Translation",52,0.02017,"1.00e+00",-0.01344,"1.00e+00",0.00674,"1.00e+00"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",6,0.02015,"1.00e+00",0.00652,"1.00e+00",-0.01363,"1.00e+00"
"Ribosomal scanning and start codon recognition",6,0.02015,"1.00e+00",0.00652,"1.00e+00",-0.01363,"1.00e+00"
"Translation initiation complex formation",6,0.02015,"1.00e+00",0.00652,"1.00e+00",-0.01363,"1.00e+00"
"Methylation",5,0.01919,"1.00e+00",0.00403,"1.00e+00",-0.01516,"1.00e+00"
"Insulin processing",2,0.01919,"1.00e+00",-0.04695,"1.00e+00",-0.00858,"1.00e+00"
"Ribavirin ADME",3,0.01917,"1.00e+00",0.00567,"1.00e+00",-0.0135,"1.00e+00"
"Choline catabolism",2,0.01911,"1.00e+00",0.01131,"1.00e+00",-0.0078,"1.00e+00"
"KEAP1-NFE2L2 pathway",10,0.0182,"1.00e+00",0.00157,"1.00e+00",-0.01662,"1.00e+00"
"Post-translational protein modification",26,0.01819,"1.00e+00",0.00135,"1.00e+00",-0.01684,"1.00e+00"
"Diseases of nucleotide metabolism",4,0.01794,"1.00e+00",0.01443,"1.00e+00",-0.00351,"1.00e+00"
"Purine salvage",4,0.01794,"1.00e+00",0.01443,"1.00e+00",-0.00351,"1.00e+00"
"Late SARS-CoV-2 Infection Events",2,0.01736,"1.00e+00",-0.0078,"1.00e+00",0.00957,"1.00e+00"
"Maturation of nucleoprotein_9683610",2,0.01736,"1.00e+00",-0.0078,"1.00e+00",0.00957,"1.00e+00"
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",2,0.01434,"9.80e-01",0.00898,"1.00e+00",0.03766,"9.80e-01"
"Paracetamol ADME",4,0.01316,"6.45e-01",-0.04152,"6.45e-01",-0.0152,"1.00e+00"
"Maturation of nucleoprotein_9694631",2,0.01736,"1.00e+00",-0.0078,"1.00e+00",0.00957,"1.00e+00"
"Translation of Structural Proteins_9683701",2,0.01736,"1.00e+00",-0.0078,"1.00e+00",0.00957,"1.00e+00"
"Translation of Structural Proteins_9694635",2,0.01736,"1.00e+00",-0.0078,"1.00e+00",0.00957,"1.00e+00"
"Eukaryotic Translation Termination",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Formation of a pool of free 40S subunits",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Nonsense-Mediated Decay (NMD)",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Selenocysteine synthesis",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Viral mRNA Translation",8,0.01706,"1.00e+00",-0.01414,"1.00e+00",0.00292,"1.00e+00"
"Diseases associated with N-glycosylation of proteins",2,0.01681,"1.00e+00",0.00214,"1.00e+00",-0.01467,"1.00e+00"
"Cell Cycle Checkpoints",2,0.01652,"1.00e+00",-0.0106,"1.00e+00",0.00592,"1.00e+00"
"G2/M Checkpoints",2,0.01652,"1.00e+00",-0.0106,"1.00e+00",0.00592,"1.00e+00"
"Autophagy",3,0.01649,"1.00e+00",-0.03551,"1.00e+00",-0.00252,"1.00e+00"
"Cellular response to heat stress",3,0.01649,"1.00e+00",-0.03551,"1.00e+00",-0.00252,"1.00e+00"
"HSF1 activation",3,0.01649,"1.00e+00",-0.03551,"1.00e+00",-0.00252,"1.00e+00"
"Mitochondrial tRNA aminoacylation",9,0.01647,"1.00e+00",-0.00729,"1.00e+00",0.00917,"1.00e+00"
"Metabolism of carbohydrates",31,0.01643,"1.00e+00",0.00678,"1.00e+00",-0.00965,"1.00e+00"
"SARS-CoV-1 Infection",10,0.01634,"1.00e+00",-0.01457,"1.00e+00",0.00177,"1.00e+00"
"tRNA processing",11,0.01617,"1.00e+00",-0.00745,"1.00e+00",0.00872,"1.00e+00"
"Asparagine N-linked glycosylation",12,0.01612,"1.00e+00",0.00295,"1.00e+00",-0.01317,"1.00e+00"
"NFE2L2 regulating TCA cycle genes",2,0.01602,"1.00e+00",-0.01331,"1.00e+00",-0.04536,"1.00e+00"
"Glycine degradation",4,0.01602,"1.00e+00",0.00797,"1.00e+00",-0.00805,"1.00e+00"
"Innate Immune System",35,0.01593,"1.00e+00",-0.01579,"1.00e+00",0.00014,"1.00e+00"
"rRNA processing in the nucleus and cytosol",13,0.01592,"1.00e+00",-0.01507,"1.00e+00",0.00084,"1.00e+00"
"M Phase",3,0.0159,"1.00e+00",0.00154,"1.00e+00",-0.01436,"1.00e+00"
"Metabolism of folate and pterines",5,0.01586,"1.00e+00",-0.00416,"1.00e+00",0.0117,"1.00e+00"
"Developmental Biology",17,0.01584,"1.00e+00",-0.01064,"1.00e+00",0.00519,"1.00e+00"
"mRNA Splicing - Major Pathway",5,0.0157,"1.00e+00",-0.00496,"1.00e+00",0.01074,"1.00e+00"
"mRNA Splicing",5,0.0157,"1.00e+00",-0.00496,"1.00e+00",0.01074,"1.00e+00"
"Processing of Capped Intron-Containing Pre-mRNA",5,0.0157,"1.00e+00",-0.00496,"1.00e+00",0.01074,"1.00e+00"
"Resolution of Abasic Sites (AP sites)",8,0.0156,"1.00e+00",-0.01186,"1.00e+00",0.00374,"1.00e+00"
"Metabolism of polyamines",3,0.01468,"1.00e+00",0.00924,"1.00e+00",-0.00544,"1.00e+00"
"TYSND1 cleaves peroxisomal proteins",4,0.01421,"1.00e+00",0.01284,"1.00e+00",-0.00138,"1.00e+00"
"Base Excision Repair",9,0.01421,"1.00e+00",-0.01299,"1.00e+00",0.00122,"1.00e+00"
"Nicotinate metabolism",6,0.01389,"1.00e+00",-0.00653,"1.00e+00",0.00736,"1.00e+00"
"Abacavir ADME",3,0.01375,"1.00e+00",-0.0061,"1.00e+00",-0.0336,"1.00e+00"
"Major pathway of rRNA processing in the nucleolus and cytosol",12,0.01337,"1.00e+00",-0.01326,"1.00e+00",0.00012,"1.00e+00"
"Regulation of pyruvate dehydrogenase (PDH) complex",2,0.01323,"1.00e+00",-0.00726,"1.00e+00",0.00598,"1.00e+00"
"Diseases associated with glycosylation precursor biosynthesis",6,0.01318,"1.00e+00",0.00663,"1.00e+00",-0.00656,"1.00e+00"
"SRP-dependent cotranslational protein targeting to membrane",9,0.01296,"1.00e+00",-0.01032,"1.00e+00",0.00264,"1.00e+00"
"Axon guidance",10,0.01274,"1.00e+00",-0.01124,"1.00e+00",0.0015,"1.00e+00"
"Metabolism",281,0.01252,"1.00e+00",0.00433,"1.00e+00",-0.00819,"1.00e+00"
"Interconversion of nucleotide di- and triphosphates",12,0.01246,"1.00e+00",-0.00628,"1.00e+00",0.00618,"1.00e+00"
"Diseases of metabolism",34,0.01221,"1.00e+00",0.00417,"1.00e+00",-0.00804,"1.00e+00"
"Selenoamino acid metabolism",13,0.01134,"1.00e+00",-0.00985,"1.00e+00",0.00148,"1.00e+00"
"Metabolism of nucleotides",36,0.01088,"1.00e+00",-0.0028,"1.00e+00",0.00808,"1.00e+00"
"Beta oxidation of butanoyl-CoA to acetyl-CoA",3,0.01084,"1.00e+00",0.00529,"1.00e+00",-0.00555,"1.00e+00"
"G1/S-Specific Transcription",2,0.01066,"1.00e+00",0.01264,"1.00e+00",0.03396,"1.00e+00"
"Synthesis of GDP-mannose",2,0.01059,"1.00e+00",0.00464,"1.00e+00",-0.00595,"1.00e+00"
"Metabolic disorders of biological oxidation enzymes",6,0.01052,"1.00e+00",-0.00919,"1.00e+00",0.00134,"1.00e+00"
"Metabolism of RNA",33,0.01039,"1.00e+00",-0.00622,"1.00e+00",0.00417,"1.00e+00"
"Multifunctional anion exchangers",2,0.01034,"1.00e+00",0.00834,"1.00e+00",-0.002,"1.00e+00"
"Diseases associated with O-glycosylation of proteins",2,0.0103,"1.00e+00",-0.00829,"1.00e+00",0.002,"1.00e+00"
"O-linked glycosylation",2,0.0103,"1.00e+00",-0.00829,"1.00e+00",0.002,"1.00e+00"
"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",2,0.00995,"1.00e+00",-0.00522,"1.00e+00",-0.02512,"1.00e+00"
"The activation of arylsulfatases",2,0.00995,"1.00e+00",-0.00522,"1.00e+00",-0.02512,"1.00e+00"
"Beta-oxidation of very long chain fatty acids",4,0.00993,"1.00e+00",0.00247,"1.00e+00",-0.00746,"1.00e+00"
"Glycolysis",9,0.00989,"1.00e+00",0.00299,"1.00e+00",-0.0069,"1.00e+00"
"mRNA Splicing - Minor Pathway",3,0.00978,"1.00e+00",0.00593,"1.00e+00",-0.00385,"1.00e+00"
"Mitochondrial biogenesis",6,0.00977,"1.00e+00",0.00076,"1.00e+00",-0.00901,"1.00e+00"
"Transcriptional activation of mitochondrial biogenesis",6,0.00977,"1.00e+00",0.00076,"1.00e+00",-0.00901,"1.00e+00"
"Diseases of glycosylation",10,0.00921,"1.00e+00",0.00275,"1.00e+00",-0.00647,"1.00e+00"
"tRNA modification in the nucleus and cytosol",6,0.00884,"1.00e+00",-0.00712,"1.00e+00",0.00172,"1.00e+00"
"PIP3 activates AKT signaling",2,0.00871,"1.00e+00",-0.0078,"1.00e+00",9e-04,"1.00e+00"
"Respiratory electron transport",16,0.00867,"1.00e+00",0.00739,"1.00e+00",-0.00128,"1.00e+00"
"Pyrimidine biosynthesis",3,0.00854,"1.00e+00",-0.00557,"1.00e+00",0.00297,"1.00e+00"
"FOXO-mediated transcription",4,0.00816,"1.00e+00",-0.00122,"1.00e+00",0.00694,"1.00e+00"
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",3,0.00774,"1.00e+00",0.00478,"1.00e+00",-0.00296,"1.00e+00"
"Formation of the ternary complex, and subsequently, the 43S complex",5,0.00768,"1.00e+00",0.00079,"1.00e+00",-0.0069,"1.00e+00"
"SARS-CoV-2 modulates host translation machinery",5,0.00768,"1.00e+00",0.00079,"1.00e+00",-0.0069,"1.00e+00"
"Metabolism of amino acids and derivatives",71,0.00732,"1.00e+00",0.00239,"1.00e+00",-0.00493,"1.00e+00"
"Signaling by Hedgehog",3,0.0073,"1.00e+00",-0.01798,"1.00e+00",-0.00338,"1.00e+00"
"Ethanol oxidation",3,0.00728,"1.00e+00",-0.00711,"1.00e+00",0.00017,"1.00e+00"
"Synthesis of Ketone Bodies",2,0.00706,"1.00e+00",-0.00594,"1.00e+00",-0.02006,"1.00e+00"
"Glycerophospholipid catabolism",2,0.00701,"1.00e+00",-0.01631,"1.00e+00",-0.03034,"1.00e+00"
"PI Metabolism",2,0.00701,"1.00e+00",-0.01631,"1.00e+00",-0.03034,"1.00e+00"
"TP53 Regulates Metabolic Genes",8,0.00701,"1.00e+00",-0.01411,"1.00e+00",-1e-04,"1.00e+00"
"Cleavage of the damaged pyrimidine",4,0.00672,"1.00e+00",-0.01429,"1.00e+00",-0.00085,"1.00e+00"
"Depyrimidination",4,0.00672,"1.00e+00",-0.01429,"1.00e+00",-0.00085,"1.00e+00"
"Recognition and association of DNA glycosylase with site containing an affected pyrimidine",4,0.00672,"1.00e+00",-0.01429,"1.00e+00",-0.00085,"1.00e+00"
"SARS-CoV Infections",14,0.00669,"1.00e+00",-0.01436,"1.00e+00",-0.00099,"1.00e+00"
"Phase II - Conjugation of compounds",12,0.00666,"1.00e+00",-0.00971,"1.00e+00",-0.02303,"1.00e+00"
"The citric acid (TCA) cycle and respiratory electron transport",32,0.00653,"1.00e+00",0.00089,"1.00e+00",-0.00564,"1.00e+00"
"Pyruvate metabolism and Citric Acid (TCA) cycle",17,0.00644,"1.00e+00",-0.00226,"1.00e+00",-0.01515,"1.00e+00"
"Eukaryotic Translation Elongation",9,0.00635,"1.00e+00",-0.01631,"1.00e+00",-0.0036,"1.00e+00"
"Peptide chain elongation",9,0.00635,"1.00e+00",-0.01631,"1.00e+00",-0.0036,"1.00e+00"
"Metabolism of water-soluble vitamins and cofactors",33,0.00529,"1.00e+00",0.00422,"1.00e+00",-0.00107,"1.00e+00"
"ABC-family proteins mediated transport",9,0.00527,"1.00e+00",-0.00401,"1.00e+00",-0.01454,"1.00e+00"
"Regulation of expression of SLITs and ROBOs",9,0.00521,"1.00e+00",-0.0105,"1.00e+00",-7e-05,"1.00e+00"
"Signaling by ROBO receptors",9,0.00521,"1.00e+00",-0.0105,"1.00e+00",-7e-05,"1.00e+00"
"Cell Cycle, Mitotic",8,0.0051,"1.00e+00",-0.00143,"1.00e+00",0.00367,"1.00e+00"
"DNA Replication",3,0.00505,"1.00e+00",-0.00159,"1.00e+00",-0.01169,"1.00e+00"
"S Phase",3,0.00505,"1.00e+00",-0.00159,"1.00e+00",-0.01169,"1.00e+00"
"Synthesis of DNA",3,0.00505,"1.00e+00",-0.00159,"1.00e+00",-0.01169,"1.00e+00"
"SARS-CoV-1 modulates host translation machinery",6,0.00505,"1.00e+00",-0.00494,"1.00e+00",-0.01504,"1.00e+00"
"RHOG GTPase cycle",3,0.00501,"1.00e+00",0.01418,"1.00e+00",0.00416,"1.00e+00"
"Peptide hormone metabolism",4,0.0049,"1.00e+00",-0.00934,"1.00e+00",-0.01913,"1.00e+00"
"The role of GTSE1 in G2/M progression after G2 checkpoint",2,0.00454,"1.00e+00",0.00036,"1.00e+00",-0.00418,"1.00e+00"
"Mitochondrial RNA degradation",2,0.00453,"1.00e+00",0.02587,"1.00e+00",0.01682,"1.00e+00"
"Organelle biogenesis and maintenance",7,0.00453,"1.00e+00",-0.00159,"1.00e+00",-0.01064,"1.00e+00"
"Iron uptake and transport",4,0.0045,"1.00e+00",0.00055,"1.00e+00",-0.00396,"1.00e+00"
"Cobalamin (Cbl, vitamin B12) transport and metabolism",4,0.00444,"1.00e+00",-0.00695,"1.00e+00",-0.01584,"1.00e+00"
"Defects in cobalamin (B12) metabolism",4,0.00444,"1.00e+00",-0.00695,"1.00e+00",-0.01584,"1.00e+00"
"Bacterial Infection Pathways",2,0.00426,"1.00e+00",0.00931,"1.00e+00",0.00079,"1.00e+00"
"Generic Transcription Pathway",18,0.0041,"1.00e+00",-0.00843,"1.00e+00",-0.00023,"1.00e+00"
"RNA Polymerase II Transcription",18,0.0041,"1.00e+00",-0.00843,"1.00e+00",-0.00023,"1.00e+00"
"Metabolism of vitamins and cofactors",40,0.00384,"1.00e+00",0.00364,"1.00e+00",-2e-04,"1.00e+00"
"Glycogen metabolism",3,0.00381,"1.00e+00",-0.01025,"1.00e+00",-0.00263,"1.00e+00"
"SARS-CoV-2 Infection",11,0.00379,"1.00e+00",-0.00887,"1.00e+00",-0.00128,"1.00e+00"
"Nucleotide catabolism",6,0.00371,"1.00e+00",9e-05,"1.00e+00",0.00751,"1.00e+00"
"Glucose metabolism",13,0.00367,"1.00e+00",-0.00126,"1.00e+00",0.00241,"1.00e+00"
"Post-translational protein phosphorylation",2,0.0036,"1.00e+00",-0.02571,"1.00e+00",-0.01851,"1.00e+00"
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",2,0.0036,"1.00e+00",-0.02571,"1.00e+00",-0.01851,"1.00e+00"
"Purine catabolism",4,0.00355,"1.00e+00",0.01394,"1.00e+00",0.00684,"1.00e+00"
"DNA strand elongation",2,0.00308,"1.00e+00",-0.01171,"1.00e+00",-0.00555,"1.00e+00"
"Extension of Telomeres",2,0.00308,"1.00e+00",-0.01171,"1.00e+00",-0.00555,"1.00e+00"
"Lagging Strand Synthesis",2,0.00308,"1.00e+00",-0.01171,"1.00e+00",-0.00555,"1.00e+00"
"Telomere C-strand (Lagging Strand) Synthesis",2,0.00308,"1.00e+00",-0.01171,"1.00e+00",-0.00555,"1.00e+00"
"Cap-dependent Translation Initiation",9,0.003,"1.00e+00",-0.00867,"1.00e+00",-0.00266,"1.00e+00"
"Eukaryotic Translation Initiation",9,0.003,"1.00e+00",-0.00867,"1.00e+00",-0.00266,"1.00e+00"
"GTP hydrolysis and joining of the 60S ribosomal subunit",9,0.003,"1.00e+00",-0.00867,"1.00e+00",-0.00266,"1.00e+00"
"L13a-mediated translational silencing of Ceruloplasmin expression",9,0.003,"1.00e+00",-0.00867,"1.00e+00",-0.00266,"1.00e+00"
"Signal Transduction",28,0.00297,"1.00e+00",-2e-05,"1.00e+00",-0.00595,"1.00e+00"
"Nucleotide salvage defects",3,0.00296,"1.00e+00",0.00434,"1.00e+00",0.01026,"1.00e+00"
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",17,0.00289,"1.00e+00",0.00645,"1.00e+00",0.00066,"1.00e+00"
"Chaperone Mediated Autophagy",2,0.00285,"1.00e+00",-0.02576,"1.00e+00",-0.02007,"1.00e+00"
"Nicotinamide salvaging",3,0.00282,"1.00e+00",-0.01182,"1.00e+00",-0.00619,"1.00e+00"
"Pyruvate metabolism",5,0.00281,"1.00e+00",-0.00064,"1.00e+00",-0.00625,"1.00e+00"
"Metabolism of proteins",112,0.00272,"1.00e+00",-0.00167,"1.00e+00",-0.00712,"1.00e+00"
"Intracellular signaling by second messengers",3,0.00271,"1.00e+00",-0.01106,"1.00e+00",-0.00564,"1.00e+00"
"Glutamate and glutamine metabolism",3,0.00269,"1.00e+00",0.0165,"1.00e+00",0.01111,"1.00e+00"
"SARS-CoV-2-host interactions",8,0.00243,"1.00e+00",-0.00338,"1.00e+00",-0.00823,"1.00e+00"
"Beta-oxidation of pristanoyl-CoA",4,0.00233,"1.00e+00",-0.00885,"1.00e+00",-0.00419,"1.00e+00"
"Deubiquitination",3,0.00233,"1.00e+00",-0.00328,"1.00e+00",-0.00793,"1.00e+00"
"ABC transporters in lipid homeostasis",3,0.00232,"1.00e+00",0.00335,"1.00e+00",0.00799,"1.00e+00"
"G2/M Transition",3,0.0023,"1.00e+00",-0.00499,"1.00e+00",-0.00959,"1.00e+00"
"Mitotic G2-G2/M phases",3,0.0023,"1.00e+00",-0.00499,"1.00e+00",-0.00959,"1.00e+00"
"Neutrophil degranulation",31,0.00216,"1.00e+00",-0.01032,"1.00e+00",-0.00599,"1.00e+00"
"Gene expression (Transcription)",20,0.00196,"1.00e+00",-0.0051,"1.00e+00",-0.00117,"1.00e+00"
"Adaptive Immune System",2,0.00187,"1.00e+00",0.02244,"1.00e+00",0.01869,"1.00e+00"
"Defects in vitamin and cofactor metabolism",8,0.00184,"1.00e+00",-0.0014,"1.00e+00",-0.00509,"1.00e+00"
"Glycosphingolipid catabolism",4,0.00181,"1.00e+00",-0.01818,"1.00e+00",-0.01456,"1.00e+00"
"Mitotic Prometaphase",2,0.00127,"1.00e+00",-0.00701,"1.00e+00",-0.00955,"1.00e+00"
"RA biosynthesis pathway",5,0.00123,"1.00e+00",-0.01507,"1.00e+00",-0.01753,"1.00e+00"
"SARS-CoV-1-host interactions",8,0.00122,"1.00e+00",-0.00595,"1.00e+00",-0.00839,"1.00e+00"
"Cellular responses to stimuli",29,0.00121,"1.00e+00",-0.00776,"1.00e+00",-0.00534,"1.00e+00"
"Cellular responses to stress",29,0.00121,"1.00e+00",-0.00776,"1.00e+00",-0.00534,"1.00e+00"
"Threonine catabolism",2,0.00121,"1.00e+00",-0.00474,"1.00e+00",-0.00716,"1.00e+00"
"Branched-chain amino acid catabolism",13,0.00111,"1.00e+00",-0.00436,"1.00e+00",-0.00214,"1.00e+00"
"Disease",79,0.00109,"1.00e+00",-0.0019,"1.00e+00",-0.00409,"1.00e+00"
"Nervous system development",11,0.00109,"1.00e+00",-0.00538,"1.00e+00",-0.00319,"1.00e+00"
"Signaling by Retinoic Acid",7,0.00101,"1.00e+00",-0.01284,"1.00e+00",-0.01081,"1.00e+00"
"Defective Intrinsic Pathway for Apoptosis",2,0.00098,"1.00e+00",-0.00042,"1.00e+00",0.00056,"1.00e+00"
"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",2,0.00098,"1.00e+00",-0.00042,"1.00e+00",0.00056,"1.00e+00"
